kepid,ra,ra_err,dec,dec_err,ra_str,dec_str,kepoi_name,kepler_name,alt_name,tm_designation,koi_list_flag,last_update
10978763,293.351720,0.000000,48.444641,0.000000,19h33m24.41s,+48d26m40.7s,K01931.02,Kepler-339 d,Kepler-339 d,2MASS J19332441+4826407,YES,2014-02-26
5202905,295.933470,0.000000,40.300571,0.000000,19h43m44.03s,+40d18m02.1s,K01932.02,Kepler-340 b,Kepler-340 b,2MASS J19434403+4018020,YES,2014-02-26
5202905,295.933470,0.000000,40.300571,0.000000,19h43m44.03s,+40d18m02.1s,K01932.01,Kepler-340 c,Kepler-340 c,2MASS J19434403+4018020,YES,2014-02-26
7747425,289.861570,0.000000,43.472771,0.000000,19h19m26.78s,+43d28m22.0s,K01952.03,Kepler-341 b,Kepler-341 b,2MASS J19192677+4328219,YES,2014-02-26
7747425,289.861570,0.000000,43.472771,0.000000,19h19m26.78s,+43d28m22.0s,K01952.01,Kepler-341 c,Kepler-341 c,2MASS J19192677+4328219,YES,2014-02-26
7747425,289.861570,0.000000,43.472771,0.000000,19h19m26.78s,+43d28m22.0s,K01952.02,Kepler-341 d,Kepler-341 d,2MASS J19192677+4328219,YES,2014-02-26
7747425,289.861570,0.000000,43.472771,0.000000,19h19m26.78s,+43d28m22.0s,K01952.04,Kepler-341 e,Kepler-341 e,2MASS J19192677+4328219,YES,2014-02-26
9892816,292.678070,0.000000,46.726711,0.000000,19h30m42.74s,+46d43m36.2s,K01955.01,Kepler-342 b,Kepler-342 b,2MASS J19304273+4643361,YES,2014-02-26
9892816,292.678070,0.000000,46.726711,0.000000,19h30m42.74s,+46d43m36.2s,K01955.04,Kepler-342 c,Kepler-342 c,2MASS J19304273+4643361,YES,2014-02-26
9892816,292.678070,0.000000,46.726711,0.000000,19h30m42.74s,+46d43m36.2s,K01955.02,Kepler-342 d,Kepler-342 d,2MASS J19304273+4643361,YES,2014-02-26
6949061,291.960690,0.000000,42.433010,0.000000,19h27m50.57s,+42d25m58.8s,K01960.01,Kepler-343 b,Kepler-343 b,2MASS J19275056+4225588,YES,2014-02-26
6949061,291.960690,0.000000,42.433010,0.000000,19h27m50.57s,+42d25m58.8s,K01960.02,Kepler-343 c,Kepler-343 c,2MASS J19275056+4225588,YES,2014-02-26
9650808,292.499630,0.000000,46.324409,0.000000,19h29m59.91s,+46d19m27.9s,K01970.01,Kepler-344 b,Kepler-344 b,2MASS J19295991+4619278,YES,2014-02-26
9650808,292.499630,0.000000,46.324409,0.000000,19h29m59.91s,+46d19m27.9s,K01970.02,Kepler-344 c,Kepler-344 c,2MASS J19295991+4619278,YES,2014-02-26
9412760,295.228790,0.000000,45.971020,0.000000,19h40m54.91s,+45d58m15.7s,K01977.02,Kepler-345 b,Kepler-345 b,2MASS J19405491+4558156,YES,2014-02-26
9412760,295.228790,0.000000,45.971020,0.000000,19h40m54.91s,+45d58m15.7s,K01977.01,Kepler-345 c,Kepler-345 c,2MASS J19405491+4558156,YES,2014-02-26
9518318,288.011900,0.000000,46.117611,0.000000,19h12m02.86s,+46d07m03.4s,K01978.01,Kepler-346 b,Kepler-346 b,2MASS J19120285+4607033,YES,2014-02-26
9518318,288.011900,0.000000,46.117611,0.000000,19h12m02.86s,+46d07m03.4s,K01978.02,Kepler-346 c,Kepler-346 c,2MASS J19120285+4607033,YES,2014-02-26
11450414,289.199580,0.000000,49.305721,0.000000,19h16m47.90s,+49d18m20.6s,K01992.01,Kepler-347 b,Kepler-347 b,2MASS J19164790+4918205,YES,2014-02-26
11450414,289.199580,0.000000,49.305721,0.000000,19h16m47.90s,+49d18m20.6s,K01992.02,Kepler-347 c,Kepler-347 c,2MASS J19164790+4918205,YES,2014-02-26
5384079,297.255040,0.000000,40.548370,0.000000,19h49m01.21s,+40d32m54.1s,K02011.01,Kepler-348 b,Kepler-348 b,2MASS J19490121+4032541,YES,2014-02-26
5384079,297.255040,0.000000,40.548370,0.000000,19h49m01.21s,+40d32m54.1s,K02011.02,Kepler-348 c,Kepler-348 c,2MASS J19490121+4032541,YES,2014-02-26
8564674,293.676480,0.000000,44.615582,0.000000,19h34m42.36s,+44d36m56.1s,K02022.01,Kepler-349 b,Kepler-349 b,2MASS J19344235+4436560,YES,2014-02-26
8564674,293.676480,0.000000,44.615582,0.000000,19h34m42.36s,+44d36m56.1s,K02022.02,Kepler-349 c,Kepler-349 c,2MASS J19344235+4436560,YES,2014-02-26
4636578,285.419620,0.000000,39.706108,0.000000,19h01m40.71s,+39d42m22.0s,K02025.03,Kepler-350 b,Kepler-350 b,2MASS J19014070+3942219,YES,2014-02-26
7102316,286.452700,0.000000,42.657879,0.000000,19h05m48.65s,+42d39m28.4s,K02028.02,Kepler-351 b,Kepler-351 b,2MASS J19054864+4239283,YES,2014-02-26
7102316,286.452700,0.000000,42.657879,0.000000,19h05m48.65s,+42d39m28.4s,K02028.01,Kepler-351 c,Kepler-351 c,2MASS J19054864+4239283,YES,2014-02-26
9489524,299.896510,0.000000,46.051971,0.000000,19h59m35.16s,+46d03m07.1s,K02029.02,Kepler-352 b,Kepler-352 b,2MASS J19593516+4603071,YES,2014-02-26
9489524,299.896510,0.000000,46.051971,0.000000,19h59m35.16s,+46d03m07.1s,K02029.01,Kepler-352 c,Kepler-352 c,2MASS J19593516+4603071,YES,2014-02-26
6382217,296.856630,0.000000,41.758179,0.000000,19h47m25.59s,+41d45m29.4s,K02036.02,Kepler-353 b,Kepler-353 b,2MASS J19472559+4145294,YES,2014-02-26
6382217,296.856630,0.000000,41.758179,0.000000,19h47m25.59s,+41d45m29.4s,K02036.01,Kepler-353 c,Kepler-353 c,2MASS J19472559+4145294,YES,2014-02-26
6026438,285.751460,0.000000,41.335640,0.000000,19h03m00.35s,+41d20m08.3s,K02045.01,Kepler-354 b,Kepler-354 b,2MASS J19030034+4120083,YES,2014-02-26
6026438,285.751460,0.000000,41.335640,0.000000,19h03m00.35s,+41d20m08.3s,K02045.03,Kepler-354 c,Kepler-354 c,2MASS J19030034+4120083,YES,2014-02-26
6026438,285.751460,0.000000,41.335640,0.000000,19h03m00.35s,+41d20m08.3s,K02045.02,Kepler-354 d,Kepler-354 d,2MASS J19030034+4120083,YES,2014-02-26
7265298,285.799470,0.000000,42.811779,0.000000,19h03m11.87s,+42d48m42.4s,K02051.02,Kepler-355 b,Kepler-355 b,2MASS J19031186+4248424,YES,2014-02-26
7265298,285.799470,0.000000,42.811779,0.000000,19h03m11.87s,+42d48m42.4s,K02051.01,Kepler-355 c,Kepler-355 c,2MASS J19031186+4248424,YES,2014-02-26
2307415,292.421080,0.000000,37.682819,0.000000,19h29m41.06s,+37d40m58.1s,K02053.02,Kepler-356 b,Kepler-356 b,2MASS J19294105+3740581,YES,2014-02-26
2307415,292.421080,0.000000,37.682819,0.000000,19h29m41.06s,+37d40m58.1s,K02053.01,Kepler-356 c,Kepler-356 c,2MASS J19294105+3740581,YES,2014-02-26
8164257,291.243100,0.000000,44.008720,0.000000,19h24m58.34s,+44d00m31.4s,K02073.02,Kepler-357 b,Kepler-357 b,2MASS J19245834+4400313,YES,2014-02-26
8164257,291.243100,0.000000,44.008720,0.000000,19h24m58.34s,+44d00m31.4s,K02073.03,Kepler-357 c,Kepler-357 c,2MASS J19245834+4400313,YES,2014-02-26
8164257,291.243100,0.000000,44.008720,0.000000,19h24m58.34s,+44d00m31.4s,K02073.01,Kepler-357 d,Kepler-357 d,2MASS J19245834+4400313,YES,2014-02-26
10864531,293.230220,0.000000,48.281368,0.000000,19h32m55.25s,+48d16m52.9s,K02080.02,Kepler-358 b,Kepler-358 b,2MASS J19325525+4816529,YES,2014-02-26
10864531,293.230220,0.000000,48.281368,0.000000,19h32m55.25s,+48d16m52.9s,K02080.01,Kepler-358 c,Kepler-358 c,2MASS J19325525+4816529,YES,2014-02-26
6696580,293.293640,0.000000,42.196350,0.000000,19h33m10.47s,+42d11m46.9s,K02092.02,Kepler-359 b,Kepler-359 b,2MASS J19331047+4211468,YES,2014-02-26
6696580,293.293640,0.000000,42.196350,0.000000,19h33m10.47s,+42d11m46.9s,K02092.01,Kepler-359 c,Kepler-359 c,2MASS J19331047+4211468,YES,2014-02-26
6696580,293.293640,0.000000,42.196350,0.000000,19h33m10.47s,+42d11m46.9s,K02092.03,Kepler-359 d,Kepler-359 d,2MASS J19331047+4211468,YES,2014-02-26
8612275,286.284730,0.000000,44.781551,0.000000,19h05m08.34s,+44d46m53.6s,K02111.01,Kepler-360 b,Kepler-360 b,2MASS J19050833+4446535,YES,2014-02-26
8612275,286.284730,0.000000,44.781551,0.000000,19h05m08.34s,+44d46m53.6s,K02111.02,Kepler-360 c,Kepler-360 c,2MASS J19050833+4446535,YES,2014-02-26
9904006,296.803440,0.000000,46.741150,0.000000,19h47m12.83s,+46d44m28.1s,K02135.03,Kepler-361 b,Kepler-361 b,2MASS J19471282+4644281,YES,2014-02-26
9904006,296.803440,0.000000,46.741150,0.000000,19h47m12.83s,+46d44m28.1s,K02135.01,Kepler-361 c,Kepler-361 c,2MASS J19471282+4644281,YES,2014-02-26
10404582,291.771640,0.000000,47.529900,0.000000,19h27m05.19s,+47d31m47.6s,K02147.02,Kepler-362 b,Kepler-362 b,2MASS J19270519+4731476,YES,2014-02-26
10404582,291.771640,0.000000,47.529900,0.000000,19h27m05.19s,+47d31m47.6s,K02147.01,Kepler-362 c,Kepler-362 c,2MASS J19270519+4731476,YES,2014-02-26
6021193,283.192080,0.000000,41.305389,0.000000,18h52m46.10s,+41d18m19.4s,K02148.03,Kepler-363 b,Kepler-363 b,2MASS J18524609+4118194,YES,2014-02-26
6021193,283.192080,0.000000,41.305389,0.000000,18h52m46.10s,+41d18m19.4s,K02148.02,Kepler-363 c,Kepler-363 c,2MASS J18524609+4118194,YES,2014-02-26
6021193,283.192080,0.000000,41.305389,0.000000,18h52m46.10s,+41d18m19.4s,K02148.01,Kepler-363 d,Kepler-363 d,2MASS J18524609+4118194,YES,2014-02-26
10253547,281.569950,0.000000,47.398689,0.000000,18h46m16.79s,+47d23m55.3s,K02153.02,Kepler-364 b,Kepler-364 b,2MASS J18461678+4723553,YES,2014-02-26
10253547,281.569950,0.000000,47.398689,0.000000,18h46m16.79s,+47d23m55.3s,K02153.01,Kepler-364 c,Kepler-364 c,2MASS J18461678+4723553,YES,2014-02-26
11358389,295.626590,0.000000,49.130428,0.000000,19h42m30.38s,+49d07m49.5s,K02163.01,Kepler-365 b,Kepler-365 b,2MASS J19423038+4907495,YES,2014-02-26
11358389,295.626590,0.000000,49.130428,0.000000,19h42m30.38s,+49d07m49.5s,K02163.02,Kepler-365 c,Kepler-365 c,2MASS J19423038+4907495,YES,2014-02-26
11308499,296.852050,0.000000,49.084438,0.000000,19h47m24.49s,+49d05m04.0s,K02168.01,Kepler-366 b,Kepler-366 b,2MASS J19472449+4905040,YES,2014-02-26
11308499,296.852050,0.000000,49.084438,0.000000,19h47m24.49s,+49d05m04.0s,K02168.02,Kepler-366 c,Kepler-366 c,2MASS J19472449+4905040,YES,2014-02-26
4370527,293.063350,0.000000,39.403450,0.000000,19h32m15.20s,+39d24m12.4s,K02166.01,Kepler-1128 b,Kepler-1128 b,2MASS J19321520+3924124,YES,2016-05-10
10965588,286.367460,0.000000,48.423931,0.000000,19h05m28.19s,+48d25m26.2s,K02177.01,Kepler-1132 b,Kepler-1132 b,2MASS J19052819+4825261,YES,2016-05-10
11774991,297.292420,0.000000,49.981628,0.000000,19h49m10.18s,+49d58m53.9s,K02173.01,Kepler-367 b,Kepler-367 b,2MASS J19491018+4958538,YES,2014-02-26
11774991,297.292420,0.000000,49.981628,0.000000,19h49m10.18s,+49d58m53.9s,K02173.02,Kepler-367 c,Kepler-367 c,2MASS J19491018+4958538,YES,2014-02-26
9022166,291.880040,0.000000,45.387932,0.000000,19h27m31.21s,+45d23m16.6s,K02175.01,Kepler-368 b,Kepler-368 b,2MASS J19273121+4523165,YES,2014-02-26
9022166,291.880040,0.000000,45.387932,0.000000,19h27m31.21s,+45d23m16.6s,K02175.02,Kepler-368 c,Kepler-368 c,2MASS J19273121+4523165,YES,2014-02-26
10670119,293.674220,0.000000,47.908459,0.000000,19h34m41.81s,+47d54m30.5s,K02179.02,Kepler-369 b,Kepler-369 b,2MASS J19344181+4754304,YES,2014-02-26
10670119,293.674220,0.000000,47.908459,0.000000,19h34m41.81s,+47d54m30.5s,K02179.01,Kepler-369 c,Kepler-369 c,2MASS J19344181+4754304,YES,2014-02-26
5706595,292.171140,0.000000,40.916309,0.000000,19h28m41.07s,+40d54m58.7s,K02183.02,Kepler-370 b,Kepler-370 b,2MASS J19284107+4054587,YES,2014-02-26
5706595,292.171140,0.000000,40.916309,0.000000,19h28m41.07s,+40d54m58.7s,K02183.01,Kepler-370 c,Kepler-370 c,2MASS J19284107+4054587,YES,2014-02-26
3548044,292.326450,0.000000,38.657581,0.000000,19h29m18.35s,+38d39m27.3s,K02194.01,Kepler-371 b,Kepler-371 b,2MASS J19291835+3839273,YES,2014-02-26
3548044,292.326450,0.000000,38.657581,0.000000,19h29m18.35s,+38d39m27.3s,K02194.02,Kepler-371 c,Kepler-371 c,2MASS J19291835+3839273,YES,2014-02-26
11401767,291.256200,0.000000,49.258949,0.000000,19h25m01.49s,+49d15m32.2s,K02195.03,Kepler-372 b,Kepler-372 b,2MASS J19250148+4915322,YES,2014-02-26
11401767,291.256200,0.000000,49.258949,0.000000,19h25m01.49s,+49d15m32.2s,K02195.01,Kepler-372 c,Kepler-372 c,2MASS J19250148+4915322,YES,2014-02-26
11401767,291.256200,0.000000,49.258949,0.000000,19h25m01.49s,+49d15m32.2s,K02195.02,Kepler-372 d,Kepler-372 d,2MASS J19250148+4915322,YES,2014-02-26
12058204,289.388000,0.000000,50.597050,0.000000,19h17m33.12s,+50d35m49.4s,K02218.01,Kepler-373 b,Kepler-373 b,2MASS J19173311+5035493,YES,2014-02-26
12058204,289.388000,0.000000,50.597050,0.000000,19h17m33.12s,+50d35m49.4s,K02218.02,Kepler-373 c,Kepler-373 c,2MASS J19173311+5035493,YES,2014-02-26
6871071,294.137910,0.000000,42.370499,0.000000,19h36m33.10s,+42d22m13.8s,K02220.03,Kepler-374 b,Kepler-374 b,2MASS J19363310+4222138,YES,2014-02-26
6871071,294.137910,0.000000,42.370499,0.000000,19h36m33.10s,+42d22m13.8s,K02220.01,Kepler-374 c,Kepler-374 c,2MASS J19363310+4222138,YES,2014-02-26
6871071,294.137910,0.000000,42.370499,0.000000,19h36m33.10s,+42d22m13.8s,K02220.02,Kepler-374 d,Kepler-374 d,2MASS J19363310+4222138,YES,2014-02-26
10723367,288.617920,0.000000,48.098412,0.000000,19h14m28.30s,+48d05m54.3s,K02236.02,Kepler-375 b,Kepler-375 b,2MASS J19142829+4805542,YES,2014-02-26
10723367,288.617920,0.000000,48.098412,0.000000,19h14m28.30s,+48d05m54.3s,K02236.01,Kepler-375 c,Kepler-375 c,2MASS J19142829+4805542,YES,2014-02-26
3342794,291.607180,0.000000,38.410389,0.000000,19h26m25.72s,+38d24m37.4s,K02278.02,Kepler-376 b,Kepler-376 b,2MASS J19262571+3824374,YES,2014-02-26
3342794,291.607180,0.000000,38.410389,0.000000,19h26m25.72s,+38d24m37.4s,K02278.01,Kepler-376 c,Kepler-376 c,2MASS J19262571+3824374,YES,2014-02-26
3661886,295.422000,0.000000,38.735691,0.000000,19h41m41.28s,+38d44m08.5s,K02279.02,Kepler-377 b,Kepler-377 b,2MASS J19414128+3844084,YES,2014-02-26
3661886,295.422000,0.000000,38.735691,0.000000,19h41m41.28s,+38d44m08.5s,K02279.01,Kepler-377 c,Kepler-377 c,2MASS J19414128+3844084,YES,2014-02-26
9718066,294.948580,0.000000,46.438641,0.000000,19h39m47.66s,+46d26m19.1s,K02287.01,Kepler-378 b,Kepler-378 b,2MASS J19394766+4626191,YES,2014-02-26
9718066,294.948580,0.000000,46.438641,0.000000,19h39m47.66s,+46d26m19.1s,K02287.02,Kepler-378 c,Kepler-378 c,2MASS J19394766+4626191,YES,2014-02-26
3867615,295.701110,0.000000,38.945831,0.000000,19h42m48.27s,+38d56m45.0s,K02289.02,Kepler-379 b,Kepler-379 b,2MASS J19424826+3856449,YES,2014-02-26
3867615,295.701110,0.000000,38.945831,0.000000,19h42m48.27s,+38d56m45.0s,K02289.01,Kepler-379 c,Kepler-379 c,2MASS J19424826+3856449,YES,2014-02-26
11121752,282.394620,0.000000,48.759140,0.000000,18h49m34.71s,+48d45m32.9s,K02333.01,Kepler-380 b,Kepler-380 b,2MASS J18493470+4845329,YES,2014-02-26
11121752,282.394620,0.000000,48.759140,0.000000,18h49m34.71s,+48d45m32.9s,K02333.02,Kepler-380 c,Kepler-380 c,2MASS J18493470+4845329,YES,2014-02-26
8013439,285.182800,0.000000,43.831078,0.000000,19h00m43.87s,+43d49m51.9s,K02352.02,Kepler-381 b,Kepler-381 b,2MASS J19004386+4349519,YES,2014-02-26
8013439,285.182800,0.000000,43.831078,0.000000,19h00m43.87s,+43d49m51.9s,K02352.01,Kepler-381 c,Kepler-381 c,2MASS J19004386+4349519,YES,2014-02-26
9364290,299.136170,0.000000,45.869930,0.000000,19h56m32.68s,+45d52m11.7s,K02374.01,Kepler-382 b,Kepler-382 b,2MASS J19563267+4552117,YES,2014-02-26
9364290,299.136170,0.000000,45.869930,0.000000,19h56m32.68s,+45d52m11.7s,K02374.02,Kepler-382 c,Kepler-382 c,2MASS J19563267+4552117,YES,2014-02-26
3234598,291.342590,0.000000,38.363129,0.000000,19h25m22.22s,+38d21m47.3s,K02413.01,Kepler-383 b,Kepler-383 b,2MASS J19252222+3821472,YES,2014-02-26
3234598,291.342590,0.000000,38.363129,0.000000,19h25m22.22s,+38d21m47.3s,K02413.02,Kepler-383 c,Kepler-383 c,2MASS J19252222+3821472,YES,2014-02-26
8611832,286.026120,0.000000,44.782871,0.000000,19h04m06.27s,+44d46m58.3s,K02414.01,Kepler-384 b,Kepler-384 b,2MASS J19040626+4446583,YES,2014-02-26
8611832,286.026120,0.000000,44.782871,0.000000,19h04m06.27s,+44d46m58.3s,K02414.02,Kepler-384 c,Kepler-384 c,2MASS J19040626+4446583,YES,2014-02-26
11968463,294.338470,0.000000,50.336540,0.000000,19h37m21.23s,+50d20m11.5s,K02433.02,Kepler-385 b,Kepler-385 b,2MASS J19372123+5020115,YES,2014-02-26
11968463,294.338470,0.000000,50.336540,0.000000,19h37m21.23s,+50d20m11.5s,K02433.01,Kepler-385 c,Kepler-385 c,2MASS J19372123+5020115,YES,2014-02-26
11080405,289.858890,0.000000,48.693851,0.000000,19h19m26.13s,+48d41m37.9s,K02442.02,Kepler-386 b,Kepler-386 b,2MASS J19192612+4841378,YES,2014-02-26
11080405,289.858890,0.000000,48.693851,0.000000,19h19m26.13s,+48d41m37.9s,K02442.01,Kepler-386 c,Kepler-386 c,2MASS J19192612+4841378,YES,2014-02-26
9209624,287.798190,0.000000,45.656712,0.000000,19h11m11.57s,+45d39m24.2s,K02443.01,Kepler-387 b,Kepler-387 b,2MASS J19111156+4539241,YES,2014-02-26
9209624,287.798190,0.000000,45.656712,0.000000,19h11m11.57s,+45d39m24.2s,K02443.02,Kepler-387 c,Kepler-387 c,2MASS J19111156+4539241,YES,2014-02-26
8544992,284.828030,0.000000,44.608730,0.000000,18h59m18.73s,+44d36m31.4s,K02466.01,Kepler-388 b,Kepler-388 b,2MASS J18591872+4436314,YES,2014-02-26
8544992,284.828030,0.000000,44.608730,0.000000,18h59m18.73s,+44d36m31.4s,K02466.02,Kepler-388 c,Kepler-388 c,2MASS J18591872+4436314,YES,2014-02-26
8753896,291.959990,0.000000,44.900021,0.000000,19h27m50.40s,+44d54m00.1s,K02473.01,Kepler-389 b,Kepler-389 b,2MASS J19275040+4454000,YES,2014-02-26
8753896,291.959990,0.000000,44.900021,0.000000,19h27m50.40s,+44d54m00.1s,K02473.03,Kepler-389 c,Kepler-389 c,2MASS J19275040+4454000,YES,2014-02-26
5959719,291.628780,0.000000,41.208599,0.000000,19h26m30.91s,+41d12m31.0s,K02498.01,Kepler-390 b,Kepler-390 b,2MASS J19263090+4112309,YES,2014-02-26
5959719,291.628780,0.000000,41.208599,0.000000,19h26m30.91s,+41d12m31.0s,K02498.02,Kepler-390 c,Kepler-390 c,2MASS J19263090+4112309,YES,2014-02-26
12306058,290.621830,0.000000,51.057301,0.000000,19h22m29.24s,+51d03m26.3s,K02541.01,Kepler-391 b,Kepler-391 b,2MASS J19222923+5103262,YES,2014-02-26
12306058,290.621830,0.000000,51.057301,0.000000,19h22m29.24s,+51d03m26.3s,K02541.02,Kepler-391 c,Kepler-391 c,2MASS J19222923+5103262,YES,2014-02-26
7673841,288.660770,0.000000,43.368080,0.000000,19h14m38.58s,+43d22m05.1s,K02585.01,Kepler-392 b,Kepler-392 b,2MASS J19143858+4322051,YES,2014-02-26
7673841,288.660770,0.000000,43.368080,0.000000,19h14m38.58s,+43d22m05.1s,K02585.02,Kepler-392 c,Kepler-392 c,2MASS J19143858+4322051,YES,2014-02-26
8883329,290.995270,0.000000,45.192211,0.000000,19h23m58.86s,+45d11m32.0s,K02595.01,Kepler-393 b,Kepler-393 b,2MASS J19235886+4511319,YES,2014-02-26
8883329,290.995270,0.000000,45.192211,0.000000,19h23m58.86s,+45d11m32.0s,K02595.02,Kepler-393 c,Kepler-393 c,2MASS J19235886+4511319,YES,2014-02-26
12120307,296.301970,0.000000,50.672321,0.000000,19h45m12.47s,+50d40m20.4s,K02597.01,Kepler-394 b,Kepler-394 b,2MASS J19451246+5040203,YES,2014-02-26
12120307,296.301970,0.000000,50.672321,0.000000,19h45m12.47s,+50d40m20.4s,K02597.02,Kepler-394 c,Kepler-394 c,2MASS J19451246+5040203,YES,2014-02-26
8890150,293.511080,0.000000,45.136589,0.000000,19h34m02.66s,+45d08m11.7s,K02650.02,Kepler-395 b,Kepler-395 b,2MASS J19340266+4508117,YES,2014-02-26
8890150,293.511080,0.000000,45.136589,0.000000,19h34m02.66s,+45d08m11.7s,K02650.01,Kepler-395 c,Kepler-395 c,2MASS J19340266+4508117,YES,2014-02-26
6878240,295.894100,0.000000,42.380451,0.000000,19h43m34.58s,+42d22m49.6s,K02681.02,Kepler-397 b,Kepler-397 b,2MASS J19433458+4222496,YES,2014-02-26
8611781,286.002960,0.000000,44.756592,0.000000,19h04m00.71s,+44d45m23.7s,K02185.01,Kepler-1135 b,Kepler-1135 b,2MASS J19040071+4445237,YES,2016-05-10
8282651,284.107790,0.000000,44.245811,0.000000,18h56m25.87s,+44d14m44.9s,K02193.01,Kepler-1136 b,Kepler-1136 b,2MASS J18562587+4414449,YES,2016-05-10
6878240,295.894100,0.000000,42.380451,0.000000,19h43m34.58s,+42d22m49.6s,K02681.01,Kepler-397 c,Kepler-397 c,2MASS J19433458+4222496,YES,2014-02-26
5185897,291.468660,0.000000,40.343849,0.000000,19h25m52.48s,+40d20m37.9s,K02693.01,Kepler-398 b,Kepler-398 b,2MASS J19255247+4020378,YES,2014-02-26
5185897,291.468660,0.000000,40.343849,0.000000,19h25m52.48s,+40d20m37.9s,K02693.02,Kepler-398 c,Kepler-398 c,2MASS J19255247+4020378,YES,2014-02-26
5480640,299.501740,0.000000,40.670799,0.000000,19h58m00.42s,+40d40m14.9s,K02707.02,Kepler-399 b,Kepler-399 b,2MASS J19580041+4040148,YES,2014-02-26
5480640,299.501740,0.000000,40.670799,0.000000,19h58m00.42s,+40d40m14.9s,K02707.03,Kepler-399 c,Kepler-399 c,2MASS J19580041+4040148,YES,2014-02-26
5480640,299.501740,0.000000,40.670799,0.000000,19h58m00.42s,+40d40m14.9s,K02707.01,Kepler-399 d,Kepler-399 d,2MASS J19580041+4040148,YES,2014-02-26
5272233,290.944490,0.000000,40.480042,0.000000,19h23m46.68s,+40d28m48.2s,K02711.01,Kepler-400 b,Kepler-400 b,2MASS J19234667+4028481,YES,2014-02-26
5272233,290.944490,0.000000,40.480042,0.000000,19h23m46.68s,+40d28m48.2s,K02711.02,Kepler-400 c,Kepler-400 c,2MASS J19234667+4028481,YES,2014-02-26
12206313,290.082760,0.000000,50.863480,0.000000,19h20m19.86s,+50d51m48.5s,K02714.01,Kepler-401 b,Kepler-401 b,2MASS J19201985+5051485,YES,2014-02-26
12206313,290.082760,0.000000,50.863480,0.000000,19h20m19.86s,+50d51m48.5s,K02714.02,Kepler-401 c,Kepler-401 c,2MASS J19201985+5051485,YES,2014-02-26
7673192,288.370240,0.000000,43.354610,0.000000,19h13m28.86s,+43d21m16.6s,K02722.03,Kepler-402 b,Kepler-402 b,2MASS J19132885+4321165,YES,2014-02-26
7673192,288.370240,0.000000,43.354610,0.000000,19h13m28.86s,+43d21m16.6s,K02722.01,Kepler-402 c,Kepler-402 c,2MASS J19132885+4321165,YES,2014-02-26
7673192,288.370240,0.000000,43.354610,0.000000,19h13m28.86s,+43d21m16.6s,K02722.04,Kepler-402 d,Kepler-402 d,2MASS J19132885+4321165,YES,2014-02-26
7673192,288.370240,0.000000,43.354610,0.000000,19h13m28.86s,+43d21m16.6s,K02722.02,Kepler-402 e,Kepler-402 e,2MASS J19132885+4321165,YES,2014-02-26
9886361,289.921450,0.000000,46.744560,0.000000,19h19m41.15s,+46d44m40.4s,K02732.01,Kepler-403 b,Kepler-403 b,2MASS J19194115+4644404,YES,2014-02-26
9886361,289.921450,0.000000,46.744560,0.000000,19h19m41.15s,+46d44m40.4s,K02732.03,Kepler-403 c,Kepler-403 c,2MASS J19194115+4644404,YES,2014-02-26
9008737,286.398620,0.000000,45.343529,0.000000,19h05m35.67s,+45d20m36.7s,K02768.01,Kepler-404 b,Kepler-404 b,2MASS J19053567+4520367,YES,2014-02-26
9008737,286.398620,0.000000,45.343529,0.000000,19h05m35.67s,+45d20m36.7s,K02768.02,Kepler-404 c,Kepler-404 c,2MASS J19053567+4520367,YES,2014-02-26
3234843,291.409450,0.000000,38.340019,0.000000,19h25m38.27s,+38d20m24.1s,K03057.02,Kepler-405 b,Kepler-405 b,2MASS J19253826+3820240,YES,2014-02-26
3234843,291.409450,0.000000,38.340019,0.000000,19h25m38.27s,+38d20m24.1s,K03057.01,Kepler-405 c,Kepler-405 c,2MASS J19253826+3820240,YES,2014-02-26
8120608,298.652710,0.000000,43.955021,0.000000,19h54m36.65s,+43d57m18.1s,K00571.05,Kepler-186 f,Kepler-186 f,2MASS J19543665+4357180,YES,2014-04-16
6521045,291.385990,0.000000,41.990269,0.000000,19h25m32.64s,+41d59m25.0s,K00041.02,Kepler-100 b,Kepler-100 b,2MASS J19253263+4159249,YES,2014-01-06
10187017,281.482730,0.000000,47.208031,0.000000,18h45m55.86s,+47d12m28.9s,K00082.01,Kepler-102 e,Kepler-102 e,2MASS J18455585+4712289,YES,2014-01-06
10187017,281.482730,0.000000,47.208031,0.000000,18h45m55.86s,+47d12m28.9s,K00082.02,Kepler-102 d,Kepler-102 d,2MASS J18455585+4712289,YES,2014-01-06
10187017,281.482730,0.000000,47.208031,0.000000,18h45m55.86s,+47d12m28.9s,K00082.03,Kepler-102 f,Kepler-102 f,2MASS J18455585+4712289,YES,2014-01-06
10187017,281.482730,0.000000,47.208031,0.000000,18h45m55.86s,+47d12m28.9s,K00082.04,Kepler-102 c,Kepler-102 c,2MASS J18455585+4712289,YES,2014-01-06
10187017,281.482730,0.000000,47.208031,0.000000,18h45m55.86s,+47d12m28.9s,K00082.05,Kepler-102 b,Kepler-102 b,2MASS J18455585+4712289,YES,2014-01-06
10318874,281.194730,0.000000,47.497131,0.000000,18h44m46.74s,+47d29m49.7s,K00104.01,Kepler-94 b,Kepler-94 b,2MASS J18444674+4729496,YES,2014-01-06
