kepid,ra,ra_err,dec,dec_err,ra_str,dec_str,kepoi_name,kepler_name,alt_name,tm_designation,koi_list_flag,last_update
8009350,283.129640,0.000000,43.888241,0.000000,18h52m31.11s,+43d53m17.7s,K01569.01,Kepler-892 b,Kepler-892 b,2MASS J18523111+4353176,YES,2016-05-10
8082001,284.963040,0.000000,43.913010,0.000000,18h59m51.13s,+43d54m46.8s,K01570.01,Kepler-893 b,Kepler-893 b,2MASS J18595112+4354468,YES,2016-05-10
10004519,288.734070,0.000000,46.939388,0.000000,19h14m56.18s,+46d56m21.8s,K01572.01,Kepler-894 b,Kepler-894 b,2MASS J19145618+4656218,YES,2016-05-10
7939330,282.439180,0.000000,43.734482,0.000000,18h49m45.40s,+43d44m04.1s,K01581.02,Kepler-896 b,Kepler-896 b,2MASS J18494540+4344041,YES,2016-05-10
12602568,290.586850,0.000000,51.695820,0.000000,19h22m20.84s,+51d41m45.0s,K01583.01,Kepler-897 b,Kepler-897 b,2MASS J19222084+5141449,YES,2016-05-10
5470739,297.482570,0.000000,40.680779,0.000000,19h49m55.82s,+40d40m50.8s,K01585.01,Kepler-899 b,Kepler-899 b,2MASS J19495582+4040508,YES,2016-05-10
5617854,291.152950,0.000000,40.887489,0.000000,19h24m36.71s,+40d53m15.0s,K01588.01,Kepler-901 b,Kepler-901 b,2MASS J19243670+4053149,YES,2016-05-10
10006581,289.731690,0.000000,46.953819,0.000000,19h18m55.61s,+46d57m13.7s,K01595.01,Kepler-902 b,Kepler-902 b,2MASS J19185560+4657137,YES,2016-05-10
5438757,288.771030,0.000000,40.664181,0.000000,19h15m05.05s,+40d39m51.1s,K01601.01,Kepler-903 b,Kepler-903 b,2MASS J19150504+4039510,YES,2016-05-10
5177104,288.822910,0.000000,40.389050,0.000000,19h15m17.50s,+40d23m20.6s,K01603.01,Kepler-904 b,Kepler-904 b,2MASS J19151750+4023205,YES,2016-05-10
9886661,290.051120,0.000000,46.713371,0.000000,19h20m12.27s,+46d42m48.1s,K01606.01,Kepler-905 b,Kepler-905 b,2MASS J19201226+4642481,YES,2016-05-10
12164564,294.294530,0.000000,50.725368,0.000000,19h37m10.69s,+50d43m31.3s,K02780.01,Kepler-1343 b,Kepler-1343 b,2MASS J19371068+5043313,YES,2016-05-10
8885643,291.841310,0.000000,45.179180,0.000000,19h27m21.91s,+45d10m45.0s,K02789.01,Kepler-1346 b,Kepler-1346 b,2MASS J19272191+4510450,YES,2016-05-10
9823519,288.250580,0.000000,46.679611,0.000000,19h13m00.14s,+46d40m46.6s,K02793.01,Kepler-1350 b,Kepler-1350 b,2MASS J19130013+4640465,YES,2016-05-10
2442448,291.245180,0.000000,37.759060,0.000000,19h24m58.84s,+37d45m32.6s,K02812.01,Kepler-1354 b,Kepler-1354 b,2MASS J19245884+3745326,YES,2016-05-10
9995402,283.565310,0.000000,46.904251,0.000000,18h54m15.67s,+46d54m15.3s,K02832.01,Kepler-1361 b,Kepler-1361 b,2MASS J18541567+4654153,YES,2016-05-10
5609593,288.538540,0.000000,40.877110,0.000000,19h14m09.25s,+40d52m37.6s,K02834.01,Kepler-1362 b,Kepler-1362 b,2MASS J19140925+4052375,YES,2016-05-10
6607357,292.199710,0.000000,42.046089,0.000000,19h28m47.93s,+42d02m45.9s,K02838.01,Kepler-1365 b,Kepler-1365 b,2MASS J19284793+4202459,YES,2016-05-10
5009743,291.405550,0.000000,40.125488,0.000000,19h25m37.33s,+40d07m31.8s,K01609.01,Kepler-906 b,Kepler-906 b,2MASS J19253733+4007317,YES,2016-05-10
6268648,285.476590,0.000000,41.632717,0.000000,19h01m54.38s,+41d37m57.8s,K01613.01,Kepler-907 b,Kepler-907 b,2MASS J19015438+4137578,YES,2016-05-10
8543100,283.845150,0.000000,44.609089,0.000000,18h55m22.84s,+44d36m32.7s,K01975.01,Kepler-1033 b,Kepler-1033 b,2MASS J18552283+4436327,YES,2016-05-10
9945370,289.142700,0.000000,46.812889,0.000000,19h16m34.25s,+46d48m46.4s,K02285.01,Kepler-1175 b,Kepler-1175 b,2MASS J19163424+4648464,YES,2016-05-10
5096590,290.991670,0.000000,40.229321,0.000000,19h23m58.00s,+40d13m45.6s,K03093.01,Kepler-1424 b,Kepler-1424 b,2MASS J19235800+4013455,YES,2016-05-10
11572193,297.642270,0.000000,49.594978,0.000000,19h50m34.14s,+49d35m41.9s,K03109.01,Kepler-1428 b,Kepler-1428 b,2MASS J19503414+4935419,YES,2016-05-10
9216775,291.250270,0.000000,45.655071,0.000000,19h25m00.06s,+45d39m18.3s,K04513.01,Kepler-1612 b,Kepler-1612 b,2MASS J19250006+4539182,YES,2016-05-10
5812701,297.453740,0.000000,41.010990,0.000000,19h49m48.90s,+41d00m39.6s,,Kepler-448 c,Kepler-448 c,2MASS J19494889+4100395,NO,2019-11-07
10615440,297.328890,0.000000,47.815472,0.000000,19h49m18.93s,+47d48m55.7s,K04765.01,Kepler-1622 b,Kepler-1622 b,2MASS J19491893+4748556,YES,2016-05-10
3969687,295.377380,0.000000,39.048031,0.000000,19h41m30.57s,+39d02m52.9s,K02904.01,Kepler-1382 b,Kepler-1382 b,2MASS J19413057+3902529,YES,2016-05-10
5514383,284.635190,0.000000,40.719830,0.000000,18h58m32.45s,+40d43m11.4s,K00257.01,Kepler-506 b,Kepler-506 b,2MASS J18583244+4043113,YES,2016-05-10
4143755,287.655000,0.000000,39.244289,0.000000,19h10m37.20s,+39d14m39.4s,K00281.01,Kepler-510 b,Kepler-510 b,2MASS J19103720+3914394,YES,2016-05-10
5780460,288.416500,0.000000,41.029800,0.000000,19h13m39.96s,+41d01m47.3s,K01005.01,Kepler-747 b,Kepler-747 b,2MASS J19133996+4101472,YES,2016-05-10
8222813,287.593200,0.000000,44.179420,0.000000,19h10m22.37s,+44d10m45.9s,K01069.01,Kepler-760 b,Kepler-760 b,2MASS J19102237+4410459,YES,2016-05-10
10122255,283.184600,0.000000,47.155670,0.000000,18h52m44.30s,+47d09m20.4s,K01086.01,Kepler-765 b,Kepler-765 b,2MASS J18524430+4709204,YES,2016-05-10
11192998,293.160160,0.000000,48.881191,0.000000,19h32m38.44s,+48d52m52.3s,K00481.02,Kepler-166 d,Kepler-166 d,2MASS J19323844+4852522,YES,2016-05-10
8037145,294.667970,0.000000,43.853260,0.000000,19h38m40.31s,+43d51m11.7s,K00520.04,Kepler-176 e,Kepler-176 e,2MASS J19384031+4351117,YES,2016-05-10
9885417,289.423950,0.000000,46.726170,0.000000,19h17m41.75s,+46d43m34.2s,K03246.01,Kepler-1446 b,Kepler-1446 b,2MASS J19174175+4643342,YES,2016-05-10
10790387,289.020170,0.000000,48.119808,0.000000,19h16m04.84s,+48d07m11.3s,K01288.01,Kepler-807 b,Kepler-807 b,2MASS J19160484+4807113,YES,2016-05-10
9590976,293.037750,0.000000,46.277519,0.000000,19h32m09.06s,+46d16m39.1s,K00710.03,Kepler-217 d,Kepler-217 d,2MASS J19320905+4616390,YES,2016-05-10
10265898,288.327910,0.000000,47.381592,0.000000,19h13m18.70s,+47d22m53.7s,K00732.01,Kepler-656 b,Kepler-656 b,2MASS J19131869+4722537,YES,2016-05-10
11074835,286.715640,0.000000,48.645279,0.000000,19h06m51.75s,+48d38m43.0s,K02533.01,Kepler-1270 b,Kepler-1270 b,2MASS J19065175+4838430,YES,2016-05-10
9034103,295.926090,0.000000,45.383862,0.000000,19h43m42.26s,+45d23m01.9s,K01402.01,Kepler-832 b,Kepler-832 b,2MASS J19434226+4523019,YES,2016-05-10
9391506,285.435520,0.000000,45.976021,0.000000,19h01m44.52s,+45d58m33.7s,K01410.01,Kepler-838 b,Kepler-838 b,2MASS J19014452+4558336,YES,2016-05-10
10018233,294.478330,0.000000,46.945862,0.000000,19h37m54.80s,+46d56m45.1s,K02655.01,Kepler-1306 b,Kepler-1306 b,2MASS J19375480+4656451,YES,2016-05-10
12403119,288.848630,0.000000,51.209049,0.000000,19h15m23.67s,+51d12m32.6s,K01478.01,Kepler-858 b,Kepler-858 b,2MASS J19152367+5112325,YES,2016-05-10
10842192,281.647740,0.000000,48.271049,0.000000,18h46m35.46s,+48d16m15.8s,K02736.01,Kepler-1329 b,Kepler-1329 b,2MASS J18463546+4816157,YES,2016-05-10
6964929,296.232820,0.000000,42.472790,0.000000,19h44m55.88s,+42d28m22.0s,K02756.01,Kepler-1340 b,Kepler-1340 b,2MASS J19445587+4228220,YES,2016-05-10
5184584,291.083800,0.000000,40.355251,0.000000,19h24m20.11s,+40d21m18.9s,K01564.01,Kepler-891 b,Kepler-891 b,2MASS J19242011+4021189,YES,2016-05-10
7605093,290.995360,0.000000,43.243938,0.000000,19h23m58.89s,+43d14m38.2s,K02817.01,Kepler-1356 b,Kepler-1356 b,2MASS J19235888+4314381,YES,2016-05-10
5965819,293.519840,0.000000,41.277409,0.000000,19h34m04.76s,+41d16m38.7s,K03319.03,Kepler-1468 c,Kepler-1468 c,2MASS J19340476+4116386,YES,2016-05-10
7978202,297.508300,0.000000,43.710949,0.000000,19h50m01.99s,+43d42m39.4s,K05454.01,Kepler-1630 b,Kepler-1630 b,2MASS J19500199+4342394,YES,2016-05-10
12557548,290.966220,0.000000,51.504719,0.000000,19h23m51.89s,+51d30m17.0s,K03794.01,Kepler-1520 b,Kepler-1520 b,2MASS J19235189+5130170,YES,2016-05-10
12505503,288.573580,0.000000,51.472752,0.000000,19h14m17.66s,+51d28m21.9s,K04190.01,Kepler-1563 b,Kepler-1563 b,2MASS J19141766+5128219,YES,2016-05-10
8051946,298.663480,0.000000,43.894070,0.000000,19h54m39.24s,+43d53m38.7s,K03038.01,Kepler-1416 b,Kepler-1416 b,2MASS J19543923+4353386,YES,2016-05-10
9006186,285.207490,0.000000,45.384350,0.000000,19h00m49.80s,+45d23m03.7s,K02169.01,Kepler-1130 b,Kepler-1130 b,2MASS J19004979+4523036,YES,2016-05-10
11415243,297.285000,0.000000,49.212460,0.000000,19h49m08.40s,+49d12m44.9s,K04036.01,Kepler-1544 b,Kepler-1544 b,2MASS J19490839+4912448,YES,2016-05-10
2142522,286.625760,0.000000,37.537300,0.000000,19h06m30.18s,+37d32m14.3s,K02403.01,Kepler-1224 b,Kepler-1224 b,2MASS J19063018+3732142,YES,2016-05-10
12206313,290.082760,0.000000,50.863480,0.000000,19h20m19.86s,+50d51m48.5s,K02714.03,Kepler-401 d,Kepler-401 d,2MASS J19201985+5051485,YES,2016-05-10
9693006,282.631380,0.000000,46.481110,0.000000,18h50m31.53s,+46d28m52.0s,K02913.01,Kepler-1385 b,Kepler-1385 b,2MASS J18503152+4628519,YES,2016-05-10
10973664,290.849060,0.000000,48.416012,0.000000,19h23m23.77s,+48d24m57.6s,K00601.01,Kepler-619 b,Kepler-619 b,2MASS J19232377+4824576,YES,2016-05-10
9578686,287.332790,0.000000,46.203510,0.000000,19h09m19.87s,+46d12m12.6s,K00709.01,Kepler-651 b,Kepler-651 b,2MASS J19091987+4612126,YES,2016-05-10
7815744,289.568660,0.000000,43.538609,0.000000,19h18m16.48s,+43d32m19.0s,K01710.01,Kepler-933 b,Kepler-933 b,2MASS J19181647+4332190,YES,2016-05-10
5621125,292.171170,0.000000,40.811378,0.000000,19h28m41.08s,+40d48m41.0s,K01814.01,Kepler-959 b,Kepler-959 b,2MASS J19284108+4048409,YES,2016-05-10
11460462,294.468540,0.000000,49.331020,0.000000,19h37m52.45s,+49d19m51.7s,K02110.01,Kepler-1104 b,Kepler-1104 b,2MASS J19375245+4919516,YES,2016-05-10
5629353,294.557890,0.000000,40.850498,0.000000,19h38m13.89s,+40d51m01.8s,K06132.02,Kepler-1640 b,Kepler-1640 b,2MASS J19381389+4051018,YES,2016-05-10
6276477,288.994200,0.000000,41.633282,0.000000,19h15m58.61s,+41d37m59.8s,K00849.01,Kepler-701 b,Kepler-701 b,2MASS J19155860+4137598,YES,2016-05-10
6356207,289.220210,0.000000,41.706478,0.000000,19h16m52.85s,+41d42m23.3s,K02021.01,Kepler-1059 b,Kepler-1059 b,2MASS J19165285+4142233,YES,2016-05-10
11802615,285.041690,0.000000,50.075378,0.000000,19h00m10.01s,+50d04m31.4s,K00296.01,Kepler-513 b,Kepler-513 b,2MASS J19001000+5004313,YES,2016-05-10
8346392,282.724060,0.000000,44.346470,0.000000,18h50m53.77s,+44d20m47.3s,K01141.01,Kepler-777 b,Kepler-777 b,2MASS J18505377+4420473,YES,2016-05-10
9636135,285.057100,0.000000,46.320679,0.000000,19h00m13.70s,+46d19m14.4s,K01498.01,Kepler-864 b,Kepler-864 b,2MASS J19001370+4619144,YES,2016-05-10
11403044,291.936160,0.000000,49.253979,0.000000,19h27m44.68s,+49d15m14.3s,K00766.01,Kepler-669 b,Kepler-669 b,2MASS J19274468+4915143,YES,2016-05-10
9827149,290.176180,0.000000,46.698341,0.000000,19h20m42.28s,+46d41m54.0s,K02586.01,Kepler-1282 b,Kepler-1282 b,2MASS J19204228+4641540,YES,2016-05-10
7286173,293.093990,0.000000,42.896431,0.000000,19h32m22.56s,+42d53m47.2s,K01862.01,Kepler-986 b,Kepler-986 b,2MASS J19322256+4253471,YES,2016-05-10
10549023,296.968810,0.000000,47.751492,0.000000,19h47m52.51s,+47d45m05.4s,K02131.01,Kepler-1112 b,Kepler-1112 b,2MASS J19475251+4745053,YES,2016-05-10
10717220,285.475040,0.000000,48.034931,0.000000,19h01m54.01s,+48d02m05.8s,K06228.01,Kepler-1644 b,Kepler-1644 b,2MASS J19015401+4802057,YES,2016-05-10
10337258,290.957920,0.000000,47.406281,0.000000,19h23m49.90s,+47d24m22.6s,K00333.01,Kepler-527 b,Kepler-527 b,2MASS J19234989+4724226,YES,2016-05-10
11135308,290.693730,0.000000,48.701481,0.000000,19h22m46.50s,+48d42m05.3s,K02805.01,Kepler-1352 b,Kepler-1352 b,2MASS J19224649+4842053,YES,2016-05-10
3749134,292.006810,0.000000,38.820728,0.000000,19h28m01.63s,+38d49m14.6s,K01212.01,Kepler-792 b,Kepler-792 b,2MASS J19280163+3849146,YES,2016-05-10
7838675,296.923610,0.000000,43.566471,0.000000,19h47m41.67s,+43d33m59.3s,K04169.01,Kepler-1561 b,Kepler-1561 b,2MASS J19474166+4333592,YES,2016-05-10
8151055,285.557800,0.000000,44.010792,0.000000,19h02m13.87s,+44d00m38.9s,K03298.01,Kepler-1460 b,Kepler-1460 b,2MASS J19021387+4400388,YES,2016-05-10
8255887,298.635650,0.000000,44.170940,0.000000,19h54m32.56s,+44d10m15.4s,K00908.01,Kepler-720 b,Kepler-720 b,2MASS J19543255+4410153,YES,2016-05-10
4278221,295.322510,0.000000,39.376492,0.000000,19h41m17.40s,+39d22m35.4s,K01615.01,Kepler-908 b,Kepler-908 b,2MASS J19411740+3922353,YES,2016-05-10
9015738,289.506350,0.000000,45.370998,0.000000,19h18m01.52s,+45d22m15.6s,K01616.01,Kepler-909 b,Kepler-909 b,2MASS J19180152+4522155,YES,2016-05-10
7215603,296.047360,0.000000,42.743011,0.000000,19h44m11.37s,+42d44m34.8s,K01618.01,Kepler-910 b,Kepler-910 b,2MASS J19441136+4244348,YES,2016-05-10
6387542,298.111210,0.000000,41.758331,0.000000,19h52m26.69s,+41d45m30.0s,K01626.01,Kepler-912 b,Kepler-912 b,2MASS J19522668+4145300,YES,2016-05-10
9277896,290.592070,0.000000,45.737141,0.000000,19h22m22.10s,+45d44m13.7s,K01632.01,Kepler-915 b,Kepler-915 b,2MASS J19222209+4544136,YES,2016-05-10
10879038,298.200710,0.000000,48.267841,0.000000,19h52m48.17s,+48d16m04.2s,K01641.01,Kepler-918 b,Kepler-918 b,2MASS J19524817+4816042,YES,2016-05-10
10990917,298.114780,0.000000,48.494400,0.000000,19h52m27.55s,+48d29m39.8s,K01643.01,Kepler-919 b,Kepler-919 b,2MASS J19522754+4829398,YES,2016-05-10
11337372,284.296940,0.000000,49.158680,0.000000,18h57m11.27s,+49d09m31.2s,K01650.02,Kepler-920 c,Kepler-920 c,2MASS J18571126+4909312,YES,2016-05-10
7366258,292.873380,0.000000,42.966141,0.000000,19h31m29.61s,+42d57m58.1s,,Kepler-82 f,Kepler-82 f,2MASS J19312961+4257580,NO,2019-07-25
11547505,284.731450,0.000000,49.533192,0.000000,18h58m55.55s,+49d31m59.5s,K01655.01,Kepler-922 b,Kepler-922 b,2MASS J18585555+4931595,YES,2016-05-10
5269467,290.106540,0.000000,40.490662,0.000000,19h20m25.57s,+40d29m26.4s,K01672.01,Kepler-925 b,Kepler-925 b,2MASS J19202556+4029263,YES,2016-05-10
5526717,289.679350,0.000000,40.700459,0.000000,19h18m43.04s,+40d42m01.7s,K01677.01,Kepler-926 b,Kepler-926 b,2MASS J19184304+4042016,YES,2016-05-10
6034945,289.383510,0.000000,41.392689,0.000000,19h17m32.04s,+41d23m33.7s,K01683.01,Kepler-927 b,Kepler-927 b,2MASS J19173204+4123337,YES,2016-05-10
7626370,296.952060,0.000000,43.271969,0.000000,19h47m48.49s,+43d16m19.1s,K01706.01,Kepler-932 b,Kepler-932 b,2MASS J19474849+4316190,YES,2016-05-10
8826007,294.553830,0.000000,45.081390,0.000000,19h38m12.92s,+45d04m53.0s,K03266.01,Kepler-1450 b,Kepler-1450 b,2MASS J19381291+4504530,YES,2016-05-10
5280587,293.446440,0.000000,40.409889,0.000000,19h33m47.15s,+40d24m35.6s,K03274.01,Kepler-1451 b,Kepler-1451 b,2MASS J19334714+4024356,YES,2016-05-10
10653179,286.125550,0.000000,47.947609,0.000000,19h04m30.13s,+47d56m51.4s,K03280.01,Kepler-1453 b,Kepler-1453 b,2MASS J19043013+4756514,YES,2016-05-10
11177676,284.223330,0.000000,48.831772,0.000000,18h56m53.60s,+48d49m54.4s,K03281.01,Kepler-1454 b,Kepler-1454 b,2MASS J18565359+4849543,YES,2016-05-10
12066569,294.083070,0.000000,50.502769,0.000000,19h36m19.94s,+50d30m10.0s,K03282.01,Kepler-1455 b,Kepler-1455 b,2MASS J19361993+5030099,YES,2016-05-10
6584273,283.770600,0.000000,42.027241,0.000000,18h55m04.94s,+42d01m38.1s,K03287.01,Kepler-1457 b,Kepler-1457 b,2MASS J18550494+4201380,YES,2016-05-10
6184894,284.056670,0.000000,41.576729,0.000000,18h56m13.60s,+41d34m36.2s,K05245.01,Kepler-1627 b,Kepler-1627 b,2MASS J18561360+4134362,YES,2016-05-10
7510820,285.830470,0.000000,43.198391,0.000000,19h03m19.31s,+43d11m54.2s,K03303.01,Kepler-1461 b,Kepler-1461 b,2MASS J19031930+4311542,YES,2016-05-10
3632089,287.235690,0.000000,38.754162,0.000000,19h08m56.57s,+38d45m15.0s,K03308.01,Kepler-1464 b,Kepler-1464 b,2MASS J19085656+3845149,YES,2016-05-10
12735830,289.819340,0.000000,51.904850,0.000000,19h19m16.64s,+51d54m17.5s,K03311.01,Kepler-1465 b,Kepler-1465 b,2MASS J19191664+5154174,YES,2016-05-10
4271474,293.821350,0.000000,39.391350,0.000000,19h35m17.12s,+39d23m28.9s,K03324.01,Kepler-1469 b,Kepler-1469 b,2MASS J19351712+3923288,YES,2016-05-10
9349757,294.694060,0.000000,45.866840,0.000000,19h38m46.57s,+45d52m00.6s,K03348.01,Kepler-1474 b,Kepler-1474 b,2MASS J19384657+4552006,YES,2016-05-10
8636333,295.948270,0.000000,44.753120,0.000000,19h43m47.58s,+44d45m11.2s,K03349.01,Kepler-1475 b,Kepler-1475 b,2MASS J19434758+4445112,YES,2016-05-10
7091432,281.298550,0.000000,42.685749,0.000000,18h45m11.65s,+42d41m08.7s,K03353.01,Kepler-1477 b,Kepler-1477 b,2MASS J18451164+4241087,YES,2016-05-10
6368230,293.165100,0.000000,41.746231,0.000000,19h32m39.62s,+41d44m46.4s,K03356.01,Kepler-1478 b,Kepler-1478 b,2MASS J19323961+4144464,YES,2016-05-10
11657614,289.438960,0.000000,49.731220,0.000000,19h17m45.35s,+49d43m52.4s,K03370.02,Kepler-1481 b,Kepler-1481 b,2MASS J19174535+4943523,YES,2016-05-10
11125797,285.313810,0.000000,48.725250,0.000000,19h01m15.31s,+48d43m30.9s,K03371.02,Kepler-1482 b,Kepler-1482 b,2MASS J19011531+4843309,YES,2016-05-10
6705026,295.409790,0.000000,42.150829,0.000000,19h41m38.35s,+42d09m03.0s,K03374.01,Kepler-1483 b,Kepler-1483 b,2MASS J19413834+4209029,YES,2016-05-10
2995392,292.684270,0.000000,38.126282,0.000000,19h30m44.22s,+38d07m34.6s,K03379.01,Kepler-1484 b,Kepler-1484 b,2MASS J19304422+3807346,YES,2016-05-10
11754430,286.646420,0.000000,49.937778,0.000000,19h06m35.14s,+49d56m16.0s,K03403.01,Kepler-1488 b,Kepler-1488 b,2MASS J19063514+4956160,YES,2016-05-10
7131760,295.693570,0.000000,42.609509,0.000000,19h42m46.46s,+42d36m34.2s,K03407.01,Kepler-1490 b,Kepler-1490 b,2MASS J19424645+4236342,YES,2016-05-10
5780930,288.597110,0.000000,41.036430,0.000000,19h14m23.31s,+41d02m11.1s,K03412.01,Kepler-1492 b,Kepler-1492 b,2MASS J19142330+4102111,YES,2016-05-10
8105398,294.494870,0.000000,43.913620,0.000000,19h37m58.77s,+43d54m49.0s,K05475.01,Kepler-1632 b,Kepler-1632 b,2MASS J19375876+4354490,YES,2016-05-10
9027909,293.973940,0.000000,45.350700,0.000000,19h35m53.75s,+45d21m02.5s,K03428.01,Kepler-1496 b,Kepler-1496 b,2MASS J19355374+4521025,YES,2016-05-10
9230021,296.196140,0.000000,45.634331,0.000000,19h44m47.07s,+45d38m03.6s,K03429.02,Kepler-1497 b,Kepler-1497 b,2MASS J19444707+4538035,YES,2016-05-10
7288306,293.727170,0.000000,42.806759,0.000000,19h34m54.52s,+42d48m24.3s,K03443.01,Kepler-1503 b,Kepler-1503 b,2MASS J19345452+4248243,YES,2016-05-10
9763612,288.561520,0.000000,46.536049,0.000000,19h14m14.76s,+46d32m09.8s,K03465.01,Kepler-1507 b,Kepler-1507 b,2MASS J19141476+4632097,YES,2016-05-10
10881457,298.959140,0.000000,48.257820,0.000000,19h55m50.19s,+48d15m28.2s,K03484.01,Kepler-1510 b,Kepler-1510 b,2MASS J19555019+4815281,YES,2016-05-10
8745553,288.515200,0.000000,44.923229,0.000000,19h14m03.65s,+44d55m23.6s,K05568.01,Kepler-1633 b,Kepler-1633 b,2MASS J19140364+4455236,YES,2016-05-10
9715631,294.057620,0.000000,46.441029,0.000000,19h36m13.83s,+46d26m27.7s,K05706.01,Kepler-1636 b,Kepler-1636 b,2MASS J19361383+4626277,YES,2016-05-10
7515679,287.807220,0.000000,43.188782,0.000000,19h11m13.73s,+43d11m19.6s,K03728.01,Kepler-1517 b,Kepler-1517 b,2MASS J19111373+4311196,YES,2016-05-10
9353742,296.054050,0.000000,45.827049,0.000000,19h44m12.97s,+45d49m37.4s,K03867.01,Kepler-1523 b,Kepler-1523 b,2MASS J19441297+4549373,YES,2016-05-10
4472818,293.885410,0.000000,39.519810,0.000000,19h35m32.50s,+39d31m11.3s,K03878.01,Kepler-1524 b,Kepler-1524 b,2MASS J19353249+3931113,YES,2016-05-10
3728432,285.119690,0.000000,38.866421,0.000000,19h00m28.73s,+38d51m59.1s,K03893.01,Kepler-1526 b,Kepler-1526 b,2MASS J19002872+3851591,YES,2016-05-10
9480535,297.414430,0.000000,46.060822,0.000000,19h49m39.46s,+46d03m39.0s,K03901.01,Kepler-1527 b,Kepler-1527 b,2MASS J19493945+4603389,YES,2016-05-10
5784777,289.870700,0.000000,41.040730,0.000000,19h19m28.97s,+41d02m26.6s,K03916.01,Kepler-1529 b,Kepler-1529 b,2MASS J19192897+4102266,YES,2016-05-10
10788461,288.162510,0.000000,48.165150,0.000000,19h12m39.00s,+48d09m54.5s,K03925.02,Kepler-1530 b,Kepler-1530 b,2MASS J19123900+4809545,YES,2016-05-10
11518142,296.667910,0.000000,49.461861,0.000000,19h46m40.30s,+49d27m42.7s,K03762.01,Kepler-1519 b,Kepler-1519 b,2MASS J19464029+4927426,YES,2016-05-10
4242692,285.146580,0.000000,39.370789,0.000000,19h00m35.18s,+39d22m14.8s,K03928.01,Kepler-1531 b,Kepler-1531 b,2MASS J19003517+3922148,YES,2016-05-10
5895158,296.902800,0.000000,41.198189,0.000000,19h47m36.67s,+41d11m53.5s,K03935.01,Kepler-1532 b,Kepler-1532 b,2MASS J19473667+4111534,YES,2016-05-10
11037818,295.482420,0.000000,48.524441,0.000000,19h41m55.78s,+48d31m28.0s,K05856.01,Kepler-1638 b,Kepler-1638 b,2MASS J19415577+4831280,YES,2016-05-10
12405333,290.084780,0.000000,51.208599,0.000000,19h20m20.35s,+51d12m31.0s,K03009.01,Kepler-1409 b,Kepler-1409 b,2MASS J19202034+5112309,YES,2016-05-10
3642335,290.510190,0.000000,38.743542,0.000000,19h22m02.45s,+38d44m36.8s,K03010.01,Kepler-1410 b,Kepler-1410 b,2MASS J19220244+3844367,YES,2016-05-10
7347246,286.361570,0.000000,42.963921,0.000000,19h05m26.78s,+42d57m50.1s,K03014.01,Kepler-1411 b,Kepler-1411 b,2MASS J19052677+4257501,YES,2016-05-10
11403530,292.180110,0.000000,49.202480,0.000000,19h28m43.23s,+49d12m08.9s,K03015.01,Kepler-1412 b,Kepler-1412 b,2MASS J19284322+4912089,YES,2016-05-10
9716391,294.341640,0.000000,46.498760,0.000000,19h37m21.99s,+46d29m55.5s,K03025.01,Kepler-1413 b,Kepler-1413 b,2MASS J19372199+4629555,YES,2016-05-10
6929841,284.928590,0.000000,42.422310,0.000000,18h59m42.86s,+42d25m20.3s,K03026.01,Kepler-1414 b,Kepler-1414 b,2MASS J18594285+4225203,YES,2016-05-10
1873513,292.579860,0.000000,37.376411,0.000000,19h30m19.17s,+37d22m35.1s,K04928.01,Kepler-1624 b,Kepler-1624 b,2MASS J19301917+3722350,YES,2016-05-10
2716801,292.254640,0.000000,37.971420,0.000000,19h29m01.11s,+37d58m17.1s,K03053.01,Kepler-1419 b,Kepler-1419 b,2MASS J19290111+3758171,YES,2016-05-10
7216284,296.203830,0.000000,42.777828,0.000000,19h44m48.92s,+42d46m40.2s,K03056.01,Kepler-1420 b,Kepler-1420 b,2MASS J19444891+4246401,YES,2016-05-10
11019987,286.580600,0.000000,48.544189,0.000000,19h06m19.34s,+48d32m39.1s,K03060.01,Kepler-1421 b,Kepler-1421 b,2MASS J19061934+4832391,YES,2016-05-10
10924562,293.890200,0.000000,48.336121,0.000000,19h35m33.65s,+48d20m10.0s,K03063.01,Kepler-1422 b,Kepler-1422 b,2MASS J19353364+4820100,YES,2016-05-10
5865654,288.243770,0.000000,41.110081,0.000000,19h12m58.50s,+41d06m36.3s,K03071.01,Kepler-1423 b,Kepler-1423 b,2MASS J19125850+4106362,YES,2016-05-10
8895758,295.349670,0.000000,45.114552,0.000000,19h41m23.92s,+45d06m52.4s,K03106.01,Kepler-1427 b,Kepler-1427 b,2MASS J19412392+4506523,YES,2016-05-10
11285870,285.366240,0.000000,49.044868,0.000000,19h01m27.90s,+49d02m41.5s,K03110.01,Kepler-1429 b,Kepler-1429 b,2MASS J19012789+4902415,YES,2016-05-10
7676423,289.697480,0.000000,43.372089,0.000000,19h18m47.40s,+43d22m19.5s,K03113.01,Kepler-1430 b,Kepler-1430 b,2MASS J19184739+4322195,YES,2016-05-10
11714231,292.658390,0.000000,49.865189,0.000000,19h30m38.01s,+49d51m54.7s,K03115.01,Kepler-1431 b,Kepler-1431 b,2MASS J19303801+4951546,YES,2016-05-10
11499192,287.363280,0.000000,49.456890,0.000000,19h09m27.19s,+49d27m24.8s,K03120.01,Kepler-1433 b,Kepler-1433 b,2MASS J19092719+4927248,YES,2016-05-10
