pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1523 b,Kepler-1523,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.93875077,0.00000116,-0.00000116,0,1.55,0.05,-0.150,0,0.138,0.004,-0.013,0,,,,,,,,,,,,,,0,0.01535,0.00062,-0.00018,0,,,,,Berger et al. 2020,,5626.9,-92.3,-158.59,0,0.935,-0.024,-0.09,0,0.977,-0.05,-0.06,0,0.068,-0.12,-0.174,0,[Fe/H],,,,,4.48,-0.0,-0.13,0,4.370,3.800,-2.660,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.5960000,17.8910000,-17.8910000,1.1269400,0.0236874,-0.0236874,14.9930000,0.1030000,-0.1030000,13.1820000,0.0290000,-0.0290000,14.8369000,0.0003230,-0.0003230,2016-05-06 09:23:11,2016-05,2016-05-10
Kepler-1524 b,Kepler-1524,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,70.96746030,0.00017230,-0.00017230,0,3.540,1.470,-0.540,0,0.316,0.131,-0.048,0,,,,,,,,,,,,,,1,0.02614,0.00049,-0.00018,0,,,,,Berger et al. 2020,,5698.0,-93.1,-210.53,0,0.974,-0.018,-0.19,0,0.99,-0.06,-0.10,0,0.055,-0.13,-0.160,0,[Fe/H],,,,,4.45,-0.0,-0.24,0,2.880,1.220,-1.170,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.7730000,3.3160000,-3.3160000,2.5907000,0.0225794,-0.0225794,12.8020000,0.0920000,-0.0920000,11.2630000,0.0180000,-0.0180000,12.7003000,0.0002940,-0.0002940,2016-05-06 09:23:12,2016-05,2016-05-10
Kepler-1525 b,Kepler-1525,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.41660118,0.00000528,-0.00000528,0,0.91,0.03,-0.040,0,0.081,0.003,-0.004,0,,,,,,,,,,,,,,0,0.00836,0.00025,-0.00018,0,,,,,Berger et al. 2020,,5687.1,-88.3,-66.29,0,1.013,-0.02,-0.04,0,1.042,-0.06,-0.03,0,0.196,-0.12,-0.066,0,[Fe/H],,,,,4.44,-0.0,-0.04,0,2.820,1.780,-1.320,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.9890000,3.0870000,-3.0870000,2.5823000,0.0208891,-0.0208891,12.7970000,0.0570000,-0.0570000,11.1930000,0.0260000,-0.0260000,12.6919000,0.0001670,-0.0001670,2016-05-06 09:23:13,2016-05,2016-05-10
Kepler-1526 b,Kepler-1526,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.90863200,0.00000740,-0.00000740,0,1.89,0.06,-0.390,0,0.169,0.005,-0.035,0,,,,,,,,,,,,,,0,0.03234,0.00018,-0.00488,0,,,,,Berger et al. 2020,,4696.1,-112.9,-73.91,0,0.664,-0.016,-0.03,0,0.684,-0.02,-0.04,0,-0.219,-0.10,-0.144,0,[Fe/H],,,,,4.62,-0.0,-0.03,0,4.680,5.990,-2.690,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.5740000,10.2130000,-10.2130000,1.7717600,0.0328265,-0.0328265,15.9350000,0.2520000,-0.2520000,13.2080000,0.0300000,-0.0300000,15.6551000,0.0005120,-0.0005120,2016-05-06 09:23:13,2016-05,2016-05-10
Kepler-1527 b,Kepler-1527,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,160.12991800,0.00174200,-0.00174200,0,5.82,0.61,-0.750,0,0.519,0.054,-0.067,0,,,,,,,,,,,,,,1,0.03255,0.00353,-0.00158,0,,,,,Berger et al. 2020,,6106.4,-108.5,-166.75,0,1.535,-0.085,-0.20,0,1.173,-0.09,-0.10,0,-0.098,-0.14,-0.144,0,[Fe/H],,,,,4.12,-0.0,-0.23,0,2.820,0.914,-1.080,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m39.47s,297.4144457,+46d03m38.91s,46.0608077,1842.1300000,100.2300000,-100.2300000,0.5150250,0.0287826,-0.0287826,15.1610000,0.1260000,-0.1260000,13.6170000,0.0440000,-0.0440000,15.0782000,0.0003530,-0.0003530,2016-05-06 09:23:14,2016-05,2016-05-10
Kepler-1528 b,Kepler-1528,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.79111021,0.00000770,-0.00000770,0,1.20,0.04,-0.130,0,0.107,0.004,-0.012,0,,,,,,,,,,,,,,0,0.01274,0.00053,-0.00042,0,,,,,Berger et al. 2020,,5751.8,-96.8,-92.52,0,0.927,-0.022,-0.09,0,0.957,-0.06,-0.06,0,-0.087,-0.14,-0.171,0,[Fe/H],,,,,4.48,-0.0,-0.13,0,3.890,2.600,-2.160,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m36.72s,287.4029864,+46d34m26.43s,46.5740084,817.5340000,12.2240000,-12.2240000,1.1944600,0.0181495,-0.0181495,14.5760000,0.1600000,-0.1600000,13.0320000,0.0290000,-0.0290000,14.4764000,0.0002420,-0.0002420,2016-05-06 09:23:15,2016-05,2016-05-10
Kepler-1529 b,Kepler-1529,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.33905686,0.00001277,-0.00001277,0,2.01,0.08,-0.110,0,0.179,0.007,-0.010,0,,,,,,,,,,,,,,0,0.02520,0.00143,-0.00049,0,,,,,Berger et al. 2020,,4974.0,-90.4,-97.92,0,0.747,-0.019,-0.04,0,0.775,-0.04,-0.04,0,-0.093,-0.12,-0.150,0,[Fe/H],,,,,4.57,-0.0,-0.05,0,4.790,5.950,-2.980,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m28.98s,289.8707469,+41d02m26.69s,41.0407482,661.0140000,11.0070000,-11.0070000,1.4843800,0.0249939,-0.0249939,15.2970000,0.2170000,-0.2170000,13.2570000,0.0330000,-0.0330000,15.3885000,0.0014660,-0.0014660,2016-05-06 09:23:16,2016-05,2016-05-10
Kepler-153 b,Kepler-153,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,18.87022700,0.00003900,-0.00003900,0,2.920,1.760,-1.760,0,0.261,0.157,-0.157,0,,,,,,,,,,,,,,0,,,,,,,,,Berger et al. 2020,,5165.4,-83.9,-200.00,0,0.74,-0.013,-0.54,0,0.782,-0.04,,0,-0.233,-0.13,,0,[Fe/H],,,,,4.59,-0.0,-0.30,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m50.52s,282.4605020,+48d15m25.31s,48.2570293,459.3680000,3.4140000,-3.4140000,2.1480700,0.0160563,-0.0160563,14.3880000,0.0920000,-0.0920000,12.4180000,0.0230000,-0.0230000,14.2493000,0.0002270,-0.0002270,2014-05-14,2014-03,2014-05-14
Kepler-153 c,Kepler-153,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,46.90232000,0.00021500,-0.00021500,0,2.530,1.520,-1.520,0,0.226,0.136,-0.136,0,,,,,,,,,,,,,,0,,,,,,,,,Berger et al. 2020,,5165.4,-83.9,-200.00,0,0.74,-0.013,-0.54,0,0.782,-0.04,,0,-0.233,-0.13,,0,[Fe/H],,,,,4.59,-0.0,-0.30,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m50.52s,282.4605020,+48d15m25.31s,48.2570293,459.3680000,3.4140000,-3.4140000,2.1480700,0.0160563,-0.0160563,14.3880000,0.0920000,-0.0920000,12.4180000,0.0230000,-0.0230000,14.2493000,0.0002270,-0.0002270,2014-05-14,2014-03,2014-05-14
Kepler-1530 b,Kepler-1530,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.59044340,0.00017150,-0.00017150,0,1.640,0.210,-0.110,0,0.146,0.019,-0.010,0,,,,,,,,,,,,,,0,0.01692,0.00084,-0.00064,0,,,,,Berger et al. 2020,,5331.4,-87.5,-65.13,0,0.816,-0.015,-0.05,0,0.871,-0.04,-0.04,0,-0.036,-0.11,-0.166,0,[Fe/H],,,,,4.55,-0.0,-0.10,0,4.270,5.800,-2.650,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m38.99s,288.1624396,+48d09m54.55s,48.1651530,489.8760000,3.8095000,-3.8095000,2.0125000,0.0157536,-0.0157536,14.1500000,0.1490000,-0.1490000,12.3000000,0.0250000,-0.0250000,14.0055000,0.0004690,-0.0004690,2016-05-06 09:23:17,2016-05,2016-05-10
Kepler-1530 c,Kepler-1530,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.32274060,0.00063310,-0.00063310,0,1.650,0.240,-0.110,0,0.147,0.021,-0.010,0,,,,,,,,,,,,,,1,0.01686,0.00130,-0.00057,0,,,,,Berger et al. 2020,,5331.4,-87.5,-65.13,0,0.816,-0.015,-0.05,0,0.871,-0.04,-0.04,0,-0.036,-0.11,-0.166,0,[Fe/H],,,,,4.55,-0.0,-0.10,0,4.270,5.800,-2.650,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m38.99s,288.1624396,+48d09m54.55s,48.1651530,489.8760000,3.8095000,-3.8095000,2.0125000,0.0157536,-0.0157536,14.1500000,0.1490000,-0.1490000,12.3000000,0.0250000,-0.0250000,14.0055000,0.0004690,-0.0004690,2016-05-06 09:23:17,2016-05,2016-05-10
Kepler-1531 b,Kepler-1531,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.13854338,0.00000259,-0.00000259,0,1.110,0.480,-0.180,0,0.099,0.043,-0.016,0,,,,,,,,,,,,,,0,0.00764,0.00026,-0.00017,0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6260.00,161.61,-182.91,0,1.27,0.55,-0.21,0,1.16,0.20,-0.12,0,-0.030,0.133,-0.217,0,[Fe/H],,,,,4.29,0.12,-0.24,0,2.820,1.390,-1.030,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m35.19s,285.1466220,+39d22m14.90s,39.3708055,666.3340000,5.5300000,-5.5300000,1.4718700,0.0123606,-0.0123606,13.2020000,0.0920000,-0.0920000,11.7720000,0.0290000,-0.0290000,13.1712000,0.0002330,-0.0002330,2016-05-06 09:23:18,2016-05,2016-05-10
Kepler-1532 b,Kepler-1532,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.09366356,0.00000216,-0.00000216,0,1.26,0.04,-0.120,0,0.112,0.004,-0.011,0,,,,,,,,,,,,,,0,0.01420,0.00028,-0.00056,0,,,,,Berger et al. 2020,,5554.3,-94.7,-75.54,0,0.85,-0.021,-0.07,0,0.895,-0.05,-0.06,0,-0.121,-0.15,-0.175,0,[Fe/H],,,,,4.52,-0.0,-0.11,0,4.270,5.240,-2.590,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m36.67s,296.9027840,+41d11m53.31s,41.1981424,798.2460000,14.6440000,-14.6440000,1.2244100,0.0227989,-0.0227989,15.2930000,0.2060000,-0.2060000,13.2300000,0.0330000,-0.0330000,14.8028000,0.0006110,-0.0006110,2016-05-06 09:23:18,2016-05,2016-05-10
Kepler-1533 b,Kepler-1533,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,308.54710000,0.00241500,-0.00241500,0,4.14,0.11,-0.680,0,0.369,0.01,-0.061,0,,,,,,,,,,,,,,0,0.02086,0.00044,-0.00036,0,,,,,Berger et al. 2020,,6619.5,-140.6,-226.69,0,1.706,-0.044,-0.30,0,1.315,-0.05,-0.15,0,-0.218,-0.15,-0.159,0,[Fe/H],,,,,4.08,-0.0,-0.24,0,2.190,0.989,-0.643,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m54.14s,295.9755645,+44d42m48.15s,44.7133739,966.8010000,18.2455000,-18.2455000,1.0058300,0.0193658,-0.0193658,13.2890000,0.0570000,-0.0570000,11.9260000,0.0180000,-0.0180000,13.1678000,0.0002560,-0.0002560,2016-05-06 09:23:19,2016-05,2016-05-10
Kepler-1534 b,Kepler-1534,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.71668872,0.00002925,-0.00002925,0,1.890,0.220,-0.150,0,0.169,0.020,-0.013,0,,,,,,,,,,,,,,0,0.02020,0.00126,-0.00098,0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5442.00,130.03,-110.47,0,0.86,0.09,-0.06,0,0.90,0.05,-0.05,0,-0.010,0.136,-0.167,0,[Fe/H],,,,,4.52,0.04,-0.10,0,4.570,6.020,-2.880,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m34.89s,292.3953730,+43d52m08.88s,43.8691326,,,,,,,16.4290000,0.0469000,-0.0469000,13.9300000,0.0640000,-0.0640000,16.2352000,0.0017270,-0.0017270,2016-05-06 09:23:20,2016-05,2016-05-10
Kepler-1535 b,Kepler-1535,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,138.94420000,0.00121400,-0.00121400,0,2.60,0.09,-0.190,0,0.232,0.008,-0.017,0,,,,,,,,,,,,,,0,0.02134,0.00073,-0.00055,0,,,,,Berger et al. 2020,,6155.5,-110.2,-92.04,0,1.128,-0.027,-0.08,0,1.117,-0.06,-0.04,0,-0.041,-0.13,-0.082,0,[Fe/H],,,,,4.38,-0.0,-0.07,0,3.470,1.650,-1.560,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m27.28s,286.6136850,+38d53m31.02s,38.8919507,897.7330000,14.2345000,-14.2345000,1.0851900,0.0175264,-0.0175264,14.3850000,0.1140000,-0.1140000,12.7440000,0.0250000,-0.0250000,14.1798000,0.0002200,-0.0002200,2016-05-06 09:23:20,2016-05,2016-05-10
Kepler-1536 b,Kepler-1536,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,364.75803100,0.00582000,-0.00582000,0,2.97,0.52,-0.530,0,0.265,0.046,-0.047,0,,,,,,,,,,,,,,0,0.04332,0.00467,-0.00692,0,,,,,Berger et al. 2020,,4319.8,-66.6,-76.77,0,0.647,-0.013,-0.04,0,0.654,-0.01,-0.05,0,-0.023,-0.09,-0.198,0,[Fe/H],,,,,4.63,-0.0,-0.02,0,2.950,5.660,-1.420,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m20.46s,291.5852554,+45d42m57.15s,45.7158742,387.2480000,4.6545000,-4.6545000,2.5539100,0.0308006,-0.0308006,15.4640000,0.1260000,-0.1260000,12.5500000,0.0260000,-0.0260000,15.1407000,0.0004820,-0.0004820,2016-05-06 09:23:21,2016-05,2016-05-10
Kepler-1537 b,Kepler-1537,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.44445380,0.00000233,-0.00000233,0,1.12,0.05,-0.090,0,0.1,0.004,-0.008,0,,,,,,,,,,,,,,0,0.01388,0.00018,-0.00077,0,,,,,Berger et al. 2020,,5130.7,-90.9,-78.80,0,0.801,-0.016,-0.04,0,0.819,-0.05,-0.05,0,-0.035,-0.13,-0.160,0,[Fe/H],,,,,4.54,-0.0,-0.05,0,5.010,5.880,-2.950,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m32.49s,294.3853917,+43d49m31.61s,43.8254461,517.2920000,5.7890000,-5.7890000,1.9045300,0.0214680,-0.0214680,14.8270000,0.0920000,-0.0920000,12.5190000,0.0180000,-0.0180000,14.5457000,0.0004710,-0.0004710,2016-05-06 09:23:21,2016-05,2016-05-10
Kepler-1538 b,Kepler-1538,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,175.13881900,0.00280700,-0.00280700,0,2.820,0.700,-0.310,0,0.252,0.062,-0.028,0,,,,,,,,,,,,,,0,0.02450,0.00045,-0.00149,0,,,,,Berger et al. 2020,,5870.0,-117.2,-71.61,0,0.905,-0.034,-0.09,0,0.85,-0.05,-0.06,0,-0.491,-0.15,-0.167,0,[Fe/H],,,,,4.44,-0.0,-0.18,0,4.370,2.800,-2.570,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m22.95s,283.3456110,+45d16m27.69s,45.2743573,1125.3000000,30.5050000,-30.5050000,0.8600850,0.0238982,-0.0238982,15.5510000,0.1030000,-0.1030000,13.7510000,0.0570000,-0.0570000,15.2279000,0.0003730,-0.0003730,2016-05-06 09:23:22,2016-05,2016-05-10
Kepler-1539 b,Kepler-1539,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,133.30367410,0.00088430,-0.00088430,0,2.42,0.11,-0.150,0,0.216,0.01,-0.013,0,,,,,,,,,,,,,,0,0.03100,0.00130,-0.00060,0,,,,,Berger et al. 2020,,5051.0,-84.6,-57.95,0,0.782,-0.022,-0.04,0,0.804,-0.04,-0.04,0,-0.032,-0.11,-0.171,0,[Fe/H],,,,,4.55,-0.0,-0.06,0,4.790,6.080,-2.870,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m52.67s,284.2194566,+44d16m06.65s,44.2685146,748.3260000,16.2740000,-16.2740000,1.3080100,0.0288306,-0.0288306,15.4870000,0.1600000,-0.1600000,13.3820000,0.0420000,-0.0420000,15.3085000,0.0007370,-0.0007370,2016-05-06 09:23:23,2016-05,2016-05-10
Kepler-154 b,Kepler-154,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,33.04053200,0.00021500,-0.00021500,0,2.260,0.440,-0.440,0,0.202,0.039,-0.039,0,,,,,,,,,,,,,,0,,,,,,,,,Berger et al. 2020,,5745.8,-106.2,-108.00,0,1.058,-0.029,-0.19,0,0.986,-0.06,-0.04,0,0.025,-0.14,,0,[Fe/H],,,,,4.38,-0.0,-0.15,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.6235000,-16.6235000,1.0639600,0.0196929,-0.0196929,14.6460000,0.0920000,-0.0920000,12.9860000,0.0290000,-0.0290000,14.5121000,0.0003100,-0.0003100,2014-05-14,2014-03,2014-05-14
Kepler-154 c,Kepler-154,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,62.30327600,0.00040600,-0.00040600,0,2.950,0.620,-0.620,0,0.263,0.055,-0.055,0,,,,,,,,,,,,,,0,,,,,,,,,Berger et al. 2020,,5745.8,-106.2,-108.00,0,1.058,-0.029,-0.19,0,0.986,-0.06,-0.04,0,0.025,-0.14,,0,[Fe/H],,,,,4.38,-0.0,-0.15,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.6235000,-16.6235000,1.0639600,0.0196929,-0.0196929,14.6460000,0.0920000,-0.0920000,12.9860000,0.0290000,-0.0290000,14.5121000,0.0003100,-0.0003100,2014-05-14,2014-03,2014-05-14
Kepler-154 d,Kepler-154,1,1,5,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.54981883,0.00002572,-0.00002572,0,3.840,0.320,-0.240,0,0.343,0.029,-0.021,0,,,,,,,,,,,,,,0,0.03618,0.00044,-0.00043,0,,,,,Berger et al. 2020,,5745.8,-106.2,-70.85,0,1.058,-0.029,-0.06,0,0.986,-0.06,-0.04,0,0.025,-0.14,-0.115,0,[Fe/H],,,,,4.38,-0.0,-0.07,0,4.470,2.580,-2.420,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.6235000,-16.6235000,1.0639600,0.0196929,-0.0196929,14.6460000,0.0920000,-0.0920000,12.9860000,0.0290000,-0.0290000,14.5121000,0.0003100,-0.0003100,2016-05-06 09:13:05,2016-05,2016-05-10
Kepler-154 e,Kepler-154,1,1,5,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.93276465,0.00001225,-0.00001225,0,1.500,0.140,-0.120,0,0.134,0.012,-0.011,0,,,,,,,,,,,,,,0,0.01425,0.00032,-0.00061,0,,,,,Berger et al. 2020,,5745.8,-106.2,-70.85,0,1.058,-0.029,-0.06,0,0.986,-0.06,-0.04,0,0.025,-0.14,-0.115,0,[Fe/H],,,,,4.38,-0.0,-0.07,0,4.470,2.580,-2.420,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.6235000,-16.6235000,1.0639600,0.0196929,-0.0196929,14.6460000,0.0920000,-0.0920000,12.9860000,0.0290000,-0.0290000,14.5121000,0.0003100,-0.0003100,2016-05-06 09:13:06,2016-05,2016-05-10
