pl_name,hostname,gaia_id,sy_snum,sy_pnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_facility,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,st_nphot,st_nrvc,st_refname,system_type
Kepler-341 d,Kepler-341,Gaia DR2 2102815683186036096,1,4,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,27.66631300,0.00029700,-0.00029700,0,1.850,0.940,-0.940,0,0.165,0.084,-0.084,0,4.08000,,,0,0.01280,,,0,M-R relationship,0.000000,,,0,0,0.01867,0.00064,-0.00064,0,,,,,,5847.1,-112.3,-200.00,0,1.197,-0.034,-0.52,0,1.054,-0.07,-0.05,0,0.085,-0.15,-0.150,0,[Fe/H],4.3,-0.0,-0.30,0,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.0300000,20.5100000,-19.7600000,0.9263930,0.0182249,-0.0182249,14.7390000,0.1370000,-0.1370000,12.9940000,0.0260000,-0.0260000,14.5672000,0.0002530,-0.0002530,14.601,,,0,0,B,Transit
Kepler-341 e,Kepler-341,Gaia DR2 2102815683186036096,1,4,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,42.47326900,0.00063300,-0.00063300,0,1.990,1.030,-1.030,0,0.178,0.092,-0.092,0,4.62000,,,0,0.01450,,,0,M-R relationship,0.000000,,,0,0,0.01674,0.00057,-0.00065,0,,,,,,5847.1,-112.3,-200.00,0,1.197,-0.034,-0.52,0,1.054,-0.07,-0.05,0,0.085,-0.15,-0.150,0,[Fe/H],4.3,-0.0,-0.30,0,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.0300000,20.5100000,-19.7600000,0.9263930,0.0182249,-0.0182249,14.7390000,0.1370000,-0.1370000,12.9940000,0.0260000,-0.0260000,14.5672000,0.0002530,-0.0002530,14.601,,,0,0,B,Transit
Kepler-342 b,Kepler-342,Gaia DR2 2128298617506651904,1,4,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,15.17031800,0.00005900,-0.00005900,0,2.250,0.400,-0.400,0,0.201,0.036,-0.036,0,5.69000,,,0,0.01790,,,0,M-R relationship,0.000000,,,0,0,0.01412,0.00030,-0.00023,0,,,,,,6442.8,-127.2,-91.6575,0,1.36,-0.031,-0.215,0,1.298,-0.05,-0.04,0,0.091,-0.14,-0.031,0,[Fe/H],4.28,-0.0,-0.12,0,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,9.7290000,-9.4980000,1.2506400,0.0156161,-0.0156161,13.2000000,0.0800000,-0.0800000,11.9570000,0.0210000,-0.0210000,13.0992000,0.0002570,-0.0002570,13.147,,,0,0,B,Transit
Kepler-342 c,Kepler-342,Gaia DR2 2128298617506651904,1,4,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,26.23413800,0.00016300,-0.00016300,0,1.960,0.350,-0.350,0,0.175,0.031,-0.031,0,4.50000,,,0,0.01420,,,0,M-R relationship,0.000000,,,0,1,0.01238,0.00057,-0.00034,0,,,,,,6442.8,-127.2,-91.6575,0,1.36,-0.031,-0.215,0,1.298,-0.05,-0.04,0,0.091,-0.14,-0.031,0,[Fe/H],4.28,-0.0,-0.12,0,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,9.7290000,-9.4980000,1.2506400,0.0156161,-0.0156161,13.2000000,0.0800000,-0.0800000,11.9570000,0.0210000,-0.0210000,13.0992000,0.0002570,-0.0002570,13.147,,,0,0,B,Transit
Kepler-342 d,Kepler-342,Gaia DR2 2128298617506651904,1,4,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,39.45935700,0.00037500,-0.00037500,0,2.490,0.480,-0.480,0,0.222,0.043,-0.043,0,6.76000,,,0,0.02130,,,0,M-R relationship,0.000000,,,0,1,0.01695,0.00025,-0.00025,0,,,,,,6442.8,-127.2,-91.6575,0,1.36,-0.031,-0.215,0,1.298,-0.05,-0.04,0,0.091,-0.14,-0.031,0,[Fe/H],4.28,-0.0,-0.12,0,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,9.7290000,-9.4980000,1.2506400,0.0156161,-0.0156161,13.2000000,0.0800000,-0.0800000,11.9570000,0.0210000,-0.0210000,13.0992000,0.0002570,-0.0002570,13.147,,,0,0,B,Transit
Kepler-342 e,Kepler-342,Gaia DR2 2128298617506651904,1,4,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,1.64422461,0.00000621,-0.00000621,0,0.880,0.080,-0.060,0,0.079,0.007,-0.005,0,0.61500,,,0,0.00193,,,0,M-R relationship,0.000000,,,0,0,0.00647,0.00020,-0.00023,0,,,,,,6442.8,-127.2,-91.6575,0,1.36,-0.031,-0.215,0,1.298,-0.05,-0.04,0,0.091,-0.14,-0.031,0,[Fe/H],4.28,-0.0,-0.12,0,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,9.7290000,-9.4980000,1.2506400,0.0156161,-0.0156161,13.2000000,0.0800000,-0.0800000,11.9570000,0.0210000,-0.0210000,13.0992000,0.0002570,-0.0002570,13.147,,,0,0,B,Transit
Kepler-343 b,Kepler-343,Gaia DR2 2125773279815846656,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,8.96855000,0.00005800,-0.00005800,0,2.410,0.510,-0.510,0,0.215,0.045,-0.045,0,6.39000,,,0,0.02010,,,0,M-R relationship,0.000000,,,0,0,0.01426,0.00052,-0.00052,0,,,,,,5860.8,-107.2,-100.00,0,1.212,-0.036,-0.26,0,1.103,-0.07,-0.04,0,0.17,-0.13,-0.012,0,[Fe/H],4.30,-0.0,-0.15,0,19h27m50.56s,291.9606620,+42d25m58.64s,42.4329567,927.1930000,18.8080000,-18.8080000,1.0500500,0.0217046,-0.0217046,14.0630000,0.1140000,-0.1140000,12.6830000,0.0280000,-0.0280000,14.1102000,0.0002850,-0.0002850,14.128,,,0,0,B,Transit
Kepler-343 c,Kepler-343,Gaia DR2 2125773279815846656,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,23.22182000,0.00023400,-0.00023400,0,2.020,0.380,-0.380,0,0.180,0.034,-0.034,0,4.74000,,,0,0.01490,,,0,M-R relationship,0.000000,,,0,0,0.01339,0.00081,-0.00034,0,,,,,,5860.8,-107.2,-100.00,0,1.212,-0.036,-0.26,0,1.103,-0.07,-0.04,0,0.17,-0.13,-0.012,0,[Fe/H],4.30,-0.0,-0.15,0,19h27m50.56s,291.9606620,+42d25m58.64s,42.4329567,927.1930000,18.8080000,-18.8080000,1.0500500,0.0217046,-0.0217046,14.0630000,0.1140000,-0.1140000,12.6830000,0.0280000,-0.0280000,14.1102000,0.0002850,-0.0002850,14.128,,,0,0,B,Transit
Kepler-344 b,Kepler-344,Gaia DR2 2128263364414395136,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,21.96394500,0.00010800,-0.00010800,0,2.610,1.220,-1.220,0,0.233,0.109,-0.109,0,7.32000,,,0,0.02300,,,0,M-R relationship,0.000000,,,0,0,0.02460,0.00023,-0.00120,0,,,,,,5585.3,-95.6,-200.00,0,0.88,-0.031,-0.45,0,0.923,-0.04,-0.05,0,-0.053,-0.12,-0.014,0,[Fe/H],4.51,-0.0,-0.30,0,19h29m59.91s,292.4996101,+46d19m27.63s,46.3243406,1002.9400000,29.7325000,-29.7325000,0.9689210,0.0293161,-0.0293161,15.5390000,0.6290000,-0.6290000,13.6600000,0.0540000,-0.0540000,15.3025000,0.0004420,-0.0004420,15.378,,,0,0,B,Transit
Kepler-344 c,Kepler-344,Gaia DR2 2128263364414395136,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,125.59680900,0.00172800,-0.00172800,0,2.950,1.380,-1.380,0,0.263,0.123,-0.123,0,9.01000,,,0,0.02830,,,0,M-R relationship,0.000000,,,0,0,0.02765,0.00115,-0.00076,0,,,,,,5585.3,-95.6,-200.00,0,0.88,-0.031,-0.45,0,0.923,-0.04,-0.05,0,-0.053,-0.12,-0.014,0,[Fe/H],4.51,-0.0,-0.30,0,19h29m59.91s,292.4996101,+46d19m27.63s,46.3243406,1002.9400000,29.7325000,-29.7325000,0.9689210,0.0293161,-0.0293161,15.5390000,0.6290000,-0.6290000,13.6600000,0.0540000,-0.0540000,15.3025000,0.0004420,-0.0004420,15.378,,,0,0,B,Transit
Kepler-345 b,Kepler-345,Gaia DR2 2080067749681845504,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,7.41556300,0.00005400,-0.00005400,0,0.740,0.060,-0.060,0,0.066,0.005,-0.005,0,0.50000,0.30000,-0.30000,0,0.00157,0.00094,-0.00094,0,Mass,0.000000,,,0,0,0.01142,0.00045,-0.00070,0,,,,,,4721.9,-115.8,-100.00,0,0.819,-0.042,-0.03,0,0.786,-0.02,-0.01,0,0.309,-0.10,-0.013,0,[Fe/H],4.49,-0.0,-0.15,0,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.0000000,6.3960000,-7.2100000,2.7589530,0.1302900,-0.1302900,14.3440000,0.0800000,-0.0800000,11.5510000,0.0170000,-0.0170000,14.0341000,0.0004650,-0.0004650,14.028,,,0,0,B,Transit
Kepler-345 c,Kepler-345,Gaia DR2 2080067749681845504,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,9.38742700,0.00002800,-0.00002800,0,1.200,0.070,-0.070,0,0.107,0.006,-0.006,0,2.20000,0.90000,-0.90000,0,0.00692,0.00283,-0.00283,0,Mass,0.000000,,,0,0,0.01772,0.00109,-0.00029,0,,,,,,4721.9,-115.8,-100.00,0,0.819,-0.042,-0.03,0,0.786,-0.02,-0.01,0,0.309,-0.10,-0.013,0,[Fe/H],4.49,-0.0,-0.15,0,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.0000000,6.3960000,-7.2100000,2.7589530,0.1302900,-0.1302900,14.3440000,0.0800000,-0.0800000,11.5510000,0.0170000,-0.0170000,14.0341000,0.0004650,-0.0004650,14.028,,,0,0,B,Transit
Kepler-346 b,Kepler-346,Gaia DR2 2130363259822710272,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,6.51112700,0.00001700,-0.00001700,0,2.660,1.240,-1.240,0,0.237,0.111,-0.111,0,7.56000,,,0,0.02380,,,0,M-R relationship,0.000000,,,0,0,0.02482,0.00056,-0.00074,0,,,,,,5613.0,-93.5,-200.00,0,0.884,-0.027,-0.48,0,0.918,-0.05,-0.05,0,-0.088,-0.15,-0.172,0,[Fe/H],4.50,-0.0,-0.30,0,19h12m02.86s,288.0119248,+46d07m03.36s,46.1176003,984.1050000,26.7650000,-25.4110000,0.9877350,0.0267238,-0.0267238,15.2610000,0.1370000,-0.1370000,13.5820000,0.0360000,-0.0360000,15.1549000,0.0003520,-0.0003520,15.214,,,0,0,B,Transit
Kepler-346 c,Kepler-346,Gaia DR2 2130363259822710272,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,23.85154900,0.00009800,-0.00009800,0,3.070,1.460,-1.460,0,0.274,0.130,-0.130,0,9.64000,,,0,0.03030,,,0,M-R relationship,0.000000,,,0,0,0.03023,0.00031,-0.00294,0,,,,,,5613.0,-93.5,-200.00,0,0.884,-0.027,-0.48,0,0.918,-0.05,-0.05,0,-0.088,-0.15,-0.172,0,[Fe/H],4.50,-0.0,-0.30,0,19h12m02.86s,288.0119248,+46d07m03.36s,46.1176003,984.1050000,26.7650000,-25.4110000,0.9877350,0.0267238,-0.0267238,15.2610000,0.1370000,-0.1370000,13.5820000,0.0360000,-0.0360000,15.1549000,0.0003520,-0.0003520,15.214,,,0,0,B,Transit
Kepler-347 b,Kepler-347,Gaia DR2 2132614922197436928,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,12.79836000,0.00010600,-0.00010600,0,1.970,0.940,-0.940,0,0.176,0.084,-0.084,0,4.54000,,,0,0.01430,,,0,M-R relationship,0.000000,,,0,0,0.01617,0.00040,-0.00040,0,,,,,,5929.7,-113.4,-200.00,0,1.436,-0.041,-0.46,0,1.049,-0.07,-0.06,0,-0.103,-0.15,-0.150,0,[Fe/H],4.14,-0.0,-0.30,0,19h16m47.90s,289.1995995,+49d18m20.31s,49.3056404,1298.8800000,28.8700000,-27.6600000,0.7410420,0.0166241,-0.0166241,14.5670000,0.1490000,-0.1490000,13.0470000,0.0290000,-0.0290000,14.4892000,0.0002690,-0.0002690,14.513,,,0,0,B,Transit
Kepler-347 c,Kepler-347,Gaia DR2 2132614922197436928,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,27.32087100,0.00045700,-0.00045700,0,1.750,0.840,-0.840,0,0.156,0.075,-0.075,0,3.71000,,,0,0.01170,,,0,M-R relationship,0.000000,,,0,0,0.01507,0.00031,-0.00110,0,,,,,,5929.7,-113.4,-200.00,0,1.436,-0.041,-0.46,0,1.049,-0.07,-0.06,0,-0.103,-0.15,-0.150,0,[Fe/H],4.14,-0.0,-0.30,0,19h16m47.90s,289.1995995,+49d18m20.31s,49.3056404,1298.8800000,28.8700000,-27.6600000,0.7410420,0.0166241,-0.0166241,14.5670000,0.1490000,-0.1490000,13.0470000,0.0290000,-0.0290000,14.4892000,0.0002690,-0.0002690,14.513,,,0,0,B,Transit
Kepler-348 b,Kepler-348,Gaia DR2 2073750986669231232,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,7.05677000,0.00003100,-0.00003100,0,1.520,0.290,-0.290,0,0.136,0.026,-0.026,0,2.92000,,,0,0.00920,,,0,M-R relationship,0.000000,,,0,0,0.01031,0.00038,-0.00030,0,,,,,,6744.0,-130.3,-100.00,0,1.289,-0.026,-0.25,0,1.296,-0.03,-0.05,0,-0.104,-0.12,-0.089,0,[Fe/H],4.32,-0.0,-0.15,0,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000,8.0340000,-7.8180000,1.7235600,0.0241395,-0.0241395,12.6760000,0.0690000,-0.0690000,11.3770000,0.0210000,-0.0210000,12.5881000,0.0001610,-0.0001610,12.556,,,0,0,B,Transit
Kepler-348 c,Kepler-348,Gaia DR2 2073750986669231232,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,17.26542700,0.00017900,-0.00017900,0,1.330,0.250,-0.250,0,0.119,0.022,-0.022,0,2.33000,,,0,0.00733,,,0,M-R relationship,0.000000,,,0,0,0.00827,0.00015,-0.00052,0,,,,,,6744.0,-130.3,-100.00,0,1.289,-0.026,-0.25,0,1.296,-0.03,-0.05,0,-0.104,-0.12,-0.089,0,[Fe/H],4.32,-0.0,-0.15,0,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000,8.0340000,-7.8180000,1.7235600,0.0241395,-0.0241395,12.6760000,0.0690000,-0.0690000,11.3770000,0.0210000,-0.0210000,12.5881000,0.0001610,-0.0001610,12.556,,,0,0,B,Transit
Kepler-349 b,Kepler-349,Gaia DR2 2126415051008325376,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,5.92977800,0.00002000,-0.00002000,0,1.900,0.720,-0.720,0,0.170,0.064,-0.064,0,94.50000,70.80000,-60.30000,0,0.29700,0.22300,-0.19000,0,Mass,0.000000,,,0,0,0.01897,0.00054,-0.00042,0,,,,,,5755.9,-89.9,-200.00,0,0.992,-0.026,-0.35,0,1.037,-0.05,-0.05,0,0.116,-0.12,-0.014,0,[Fe/H],4.45,-0.0,-0.30,0,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,940.7240000,18.7900000,-18.7900000,1.0345200,0.0210649,-0.0210649,14.9150000,0.1030000,-0.1030000,13.1760000,0.0320000,-0.0320000,14.7211000,0.0006500,-0.0006500,14.746,,,0,0,B,Transit
Kepler-349 c,Kepler-349,Gaia DR2 2126415051008325376,1,2,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,12.24762900,0.00006300,-0.00006300,0,1.960,0.740,-0.740,0,0.175,0.066,-0.066,0,4.50000,,,0,0.01420,,,0,M-R relationship,0.000000,,,0,0,0.01978,0.00074,-0.00034,0,,,,,,5755.9,-89.9,-200.00,0,0.992,-0.026,-0.35,0,1.037,-0.05,-0.05,0,0.116,-0.12,-0.014,0,[Fe/H],4.45,-0.0,-0.30,0,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,940.7240000,18.7900000,-18.7900000,1.0345200,0.0210649,-0.0210649,14.9150000,0.1030000,-0.1030000,13.1760000,0.0320000,-0.0320000,14.7211000,0.0006500,-0.0006500,14.746,,,0,0,B,Transit
Kepler-350 b,Kepler-350,Gaia DR2 2100338792724606720,1,3,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,11.18956200,0.00011900,-0.00011900,0,1.850,0.380,-0.380,0,0.165,0.034,-0.034,0,4.08000,,,0,0.01280,,,0,M-R relationship,0.000000,,,0,0,0.01132,0.00012,-0.00068,0,,,,,,6551.6,-132.1,-53.46,0,1.368,-0.037,-0.263,0,1.269,-0.05,-0.103,0,-0.073,-0.16,-0.028,0,[Fe/H],4.26,-0.0,-0.22,0,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,19.8105000,-19.8105000,1.0164800,0.0214681,-0.0214681,13.9650000,0.1030000,-0.1030000,12.3930000,0.0250000,-0.0250000,13.7606000,0.0002210,-0.0002210,13.781,,,0,0,B,Transit
Kepler-350 c,Kepler-350,Gaia DR2 2100338792724606720,1,3,0,Transit,2013,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,17.84900000,,,0,3.100,1.420,-0.600,0,0.277,0.127,-0.054,0,6.10000,3.30000,-3.20000,0,0.01900,0.01000,-0.01000,0,Mass,0.000000,,,0,1,0.02140,0.00037,-0.00037,0,,,,,,6551.6,-132.1,-53.46,0,1.368,-0.037,-0.263,0,1.269,-0.05,-0.103,0,-0.073,-0.16,-0.028,0,[Fe/H],4.26,-0.0,-0.22,0,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,19.8105000,-19.8105000,1.0164800,0.0214681,-0.0214681,13.9650000,0.1030000,-0.1030000,12.3930000,0.0250000,-0.0250000,13.7606000,0.0002210,-0.0002210,13.781,,,0,0,B,Transit
Kepler-350 d,Kepler-350,Gaia DR2 2100338792724606720,1,3,0,Transit,2013,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,26.13600000,,,0,2.800,1.280,-0.540,0,0.250,0.114,-0.048,0,14.90000,5.30000,-4.70000,0,0.04700,0.01700,-0.01500,0,Mass,0.000000,,,0,1,0.01804,0.00036,-0.00045,0,,,,,,6551.6,-132.1,-53.46,0,1.368,-0.037,-0.263,0,1.269,-0.05,-0.103,0,-0.073,-0.16,-0.028,0,[Fe/H],4.26,-0.0,-0.22,0,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,19.8105000,-19.8105000,1.0164800,0.0214681,-0.0214681,13.9650000,0.1030000,-0.1030000,12.3930000,0.0250000,-0.0250000,13.7606000,0.0002210,-0.0002210,13.781,,,0,0,B,Transit
Kepler-351 b,Kepler-351,Gaia DR2 2105491997566014336,1,3,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,37.05491900,0.00048400,-0.00048400,0,3.060,1.550,-1.550,0,0.273,0.138,-0.138,0,4.80000,5.70000,-4.70000,0,0.01500,0.01800,-0.01500,0,Mass,0.000000,,,0,0,0.02980,0.00126,-0.00087,0,,,,,,5212.6,-90.7,-152.65,0,0.805,-0.032,-0.296,0,0.827,-0.05,-0.06,0,-0.068,-0.14,-0.227,0,[Fe/H],4.54,-0.0,-0.21,0,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.9100000,43.5700000,-40.3800000,0.8945760,0.0354258,-0.0354258,16.2290000,0.0350000,-0.0350000,14.0970000,0.0630000,-0.0630000,15.9665000,0.0006170,-0.0006170,15.990,,,0,0,B,Transit
Kepler-351 c,Kepler-351,Gaia DR2 2105491997566014336,1,3,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,57.24809000,0.00059900,-0.00059900,0,3.190,1.550,-1.550,0,0.285,0.138,-0.138,0,11.10000,9.90000,-7.60000,0,0.03500,0.03100,-0.02400,0,Mass,0.000000,,,0,0,0.03552,0.00139,-0.00052,0,,,,,,5212.6,-90.7,-152.65,0,0.805,-0.032,-0.296,0,0.827,-0.05,-0.06,0,-0.068,-0.14,-0.227,0,[Fe/H],4.54,-0.0,-0.21,0,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.9100000,43.5700000,-40.3800000,0.8945760,0.0354258,-0.0354258,16.2290000,0.0350000,-0.0350000,14.0970000,0.0630000,-0.0630000,15.9665000,0.0006170,-0.0006170,15.990,,,0,0,B,Transit
Kepler-351 d,Kepler-351,Gaia DR2 2105491997566014336,1,3,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,142.54424700,0.00230300,-0.00230300,0,2.720,0.190,-0.300,0,0.243,0.017,-0.027,0,7.85000,,,0,0.02470,,,0,M-R relationship,0.000000,,,0,0,0.03207,0.00026,-0.00239,0,,,,,,5212.6,-90.7,-152.65,0,0.805,-0.032,-0.296,0,0.827,-0.05,-0.06,0,-0.068,-0.14,-0.227,0,[Fe/H],4.54,-0.0,-0.21,0,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.9100000,43.5700000,-40.3800000,0.8945760,0.0354258,-0.0354258,16.2290000,0.0350000,-0.0350000,14.0970000,0.0630000,-0.0630000,15.9665000,0.0006170,-0.0006170,15.990,,,0,0,B,Transit
